"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOG","PROP0NOG","OWNYG","OWNYG_","NEWMRTG","NEWMRTG_","ORGMRTG","ORGMRTG_","QMRTTRMG","QMRT_RMG","MRTPMTG","MRTPMTG_","PAYPRTXG","PAYP_TXG","PAYPRING","PAYP_ING","PAYMRING","PAYM_ING","PAYOTHRG","PAYO_HRG","QESCROWG","QESC_OWG","QPRINM1G","QPRI_M1G","QPRINM2G","QPRI_M2G","QPRINM3G","QPRI_M3G","QADINT1G","QADI_T1G","QADINT2G","QADI_T2G","QADINT3G","QADI_T3G","QRFINDTG","QRFI_DTG","FRSTPYMG","FRST_YMG","FRSTPYRG","FRST_YRG","FIXDRTEG","FIXD_TEG","QNEWDATG","QNEW_ATG","QBLNCM1G","QBLN_M1G","QBLNCM2G","QBLN_M2G","QBLNCM3G","QBLN_M3G","LOAN_NOG","LOAN0NOG","VARRTEG","VARRTEG_","INTONLYG","INTO_LYG","OTHRTEG","OTHRTEG_","PAYMT1G","PAYMT1G_","PAYMT2G","PAYMT2G_","PAYMT3G","PAYMT3G_","PAYPRNPG","PAYP_NPG","PAYINTG","PAYINTG_"
"20192","04201841","25","0","1","01","D","100","D",".0475","F","100000","F","15","F","778","F","","A","","A","","A","","A","0","F","382","F","384","F","385","F","396","F","394","F","393","F","","A","02","F","2019","F","1","F","","A","100000","F","99618","F","99234","F","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20192","04201981","16","0","1","01","D","100","D",".0419","D","78000","D","10","D","797","D","3","D","4","D","5","D","","A","0","D","350","D","351","D","352","D","154","D","153","D","152","D","","A","12","D","2017","D","2","D","","A","69938","D","69386","D","68831","D","01","D","","A","2","D","","A","800","D","800","D","800","D","1","D","2","D"
"20192","04203121","19","0","1","01","D","100","D",".0600","D","41950","D","15","D","354","D","","A","","A","","A","","A","0","D","273","D","274","D","276","D","81","D","80","D","78","D","","A","07","D","2008","D","1","D","","A","16174","D","15901","D","15626","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04007144","12","0","5","01","D","100","D",".0563","F","10900","F","10","F","119","F","","A","","A","","A","","A","0","F","0","F","0","F","0","F","119","F","119","F","119","F","","A","09","F","2010","F","1","F","","A","10900","F","10900","F","10900","F","01","D","1","D","","A","","A","","A","","A","","A","","A","2","D"
"20193","04009274","15","0","5","01","D","100","D",".0900","F","20000","F","10","F","372","F","","A","","A","","A","6","F","119","F","197","F","199","F","200","F","56","F","54","F","53","F","","A","02","F","2012","F","1","F","","A","7425","F","7228","F","7029","F","01","D","","A","2","D","","A","","A","","A","","A","","A","","A"
"20193","04009944","24","0","5","01","D","100","D",".0400","D","25000","D","10","D","468","D","","B","","B","","B","","B","215","D","174","D","175","D","175","D","79","D","78","D","78","D","","A","08","D","2018","D","1","D","","A","23627","D","23452","D","23278","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04014614","56","0","5","01","D","100","D",".0400","D","50000","D","10","D","512","D","","B","","B","","B","","B","6","D","347","D","348","D","350","D","159","D","158","D","156","D","","A","09","D","2018","D","1","D","","A","47601","D","47253","D","46905","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04015424","25","0","5","01","D","100","D",".0700","D","80000","D","20","D","700","D","","B","","B","","B","","B","80","D","","A","153","D","154","D","","A","467","D","466","D","","A","05","D","2019","D","1","D","","A","","A","80000","D","79847","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04028154","34","0","5","01","D","100","D",".0679","D","5600","D","18","D","45","D","","A","","A","","A","","A","0","D","27","D","27","D","27","D","18","D","18","D","18","D","","A","11","D","2008","D","1","D","","A","3163","D","3136","D","3108","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04028194","30","0","5","01","D","100","D",".0440","D","50000","D","15","D","490","D","","B","","B","","B","","B","110","D","226","D","227","D","228","D","154","D","153","D","152","D","","A","03","D","2016","D","1","D","","A","41997","D","41771","D","41544","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04032124","19","0","5","01","D","100","D",".0500","D","85000","D","10","D","1100","D","3","D","4","D","","A","","A","198","D","605","D","608","D","610","D","297","D","294","D","292","D","","A","05","D","2017","D","1","D","","A","71202","D","70597","D","69989","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04032274","29","0","5","01","D","100","D",".0475","D","28669","D","15","D","223","D","","A","","A","","A","","A","0","D","122","D","123","D","123","D","101","D","100","D","100","D","","A","01","D","2017","D","1","D","","A","25433","D","25311","D","25188","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04032424","52","0","5","01","D","100","D",".0475","D","22392","D","5","D","420","D","","A","","A","","A","","A","0","D","366","D","367","D","369","D","54","D","53","D","51","D","","A","04","D","2017","D","1","D","","A","13702","D","13336","D","12969","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04034864","21","0","5","01","D","100","D",".0460","D","30000","D","15","D","600","D","","B","","B","","B","","B","369","D","139","D","139","D","140","D","92","D","92","D","91","D","","A","06","D","2015","D","1","D","","A","24038","D","23900","D","23760","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04036834","19","0","5","01","D","100","D",".0529","D","15000","D","15","D","200","D","","B","","B","","B","","B","79","D","58","D","58","D","58","D","63","D","63","D","63","D","","A","05","D","2018","D","1","D","","A","14325","D","14267","D","14209","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04037964","25","0","5","01","D","100","D",".0900","D","20000","D","10","D","372","D","","A","","A","","A","6","D","119","D","197","D","199","D","200","D","56","D","54","D","53","D","","A","02","D","2012","D","1","D","","A","7425","D","7228","D","7029","D","01","D","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04039954","22","0","5","01","D","100","D",".0500","D","279182","T","15","D","1977","D","","A","","A","","A","","A","0","D","893","D","896","D","900","D","114","D","111","D","107","D","","A","11","D","2006","D","2","D","","A","53899","D","52146","D","50386","D","01","D","1","D","","A","","A","1007","D","1007","D","1007","D","1","D","2","D"
"20193","04040514","22","0","5","01","D","100","D",".0475","D","48889","D","5","D","917","D","","A","","A","","A","","A","0","D","795","D","799","D","802","D","122","D","118","D","115","D","","A","06","D","2017","D","1","D","","A","30712","D","29916","D","29118","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04040624","38","0","5","01","D","100","D",".0425","D","75000","D","20","D","535","D","","B","","B","","B","","B","71","D","214","D","215","D","216","D","250","D","249","D","248","D","","A","08","D","2017","D","1","D","","A","70470","D","70255","D","70040","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04040874","19","0","5","01","D","100","D",".0440","D","62643","D","5","D","1165","D","3","D","","A","","A","","A","0","D","1071","D","1075","D","1079","D","94","D","90","D","86","D","","A","05","D","2016","D","1","D","","A","25652","D","24581","D","23506","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04041104","9","0","1","01","D","100","D",".0450","D","37685","D","9","D","425","D","","A","","A","","A","","A","0","D","290","D","291","D","292","D","135","D","134","D","133","D","","A","12","D","2018","D","1","D","","A","35967","D","35677","D","35386","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04043964","31","0","1","01","D","100","D",".0500","F","279182","V","15","F","1977","F","","A","","A","","A","","A","0","F","893","F","896","F","900","F","114","F","111","F","107","F","","A","11","F","2006","F","2","F","","A","53899","F","52146","F","50386","F","01","D","","A","","A","","A","1007","F","1007","F","1007","F","1","D","2","D"
"20193","04045924","24","0","5","01","D","100","D",".0440","D","67316","D","15","D","666","D","3","D","4","D","","A","","A","154","D","306","D","307","D","308","D","206","D","205","D","204","D","","A","03","D","2016","D","1","D","","A","56220","D","55914","D","55607","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04070463","42","0","5","01","D","100","D",".0472","D","76188","D","5","D","1428","D","","A","","A","","A","","A","0","D","1142","D","1146","D","1151","D","286","D","282","D","277","D","","A","01","D","2019","D","1","D","","A","72790","D","71648","D","70502","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04070463","43","0","5","01","D","100","D",".0525","D","75200","F","5","D","","A","","A","","A","","A","","A","0","F","2323","V","2235","V","2244","V","255","F","250","F","244","F","","A","01","F","2018","D","2","D","","A","57031","F","55853","F","54670","F","02","D","1","D","","A","","A","1428","D","1545","T","1428","D","","C","","A"
"20193","04076073","43","0","5","01","D","100","D",".0400","D","13000","D","5","D","250","D","","B","","B","","B","","B","11","D","202","D","203","D","204","D","37","D","36","D","35","D","","A","06","D","2018","D","1","D","","A","11014","D","10811","D","10608","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04076663","27","0","5","01","D","100","D",".0399","D","90000","D","30","F","429","F","","A","","A","","A","","A","0","F","184","F","185","F","185","F","233","F","232","F","232","F","","A","07","F","2010","F","1","D","","A","73524","F","73339","F","73154","F","01","D","","A","","A","","A","","A","","A","","A","","C","","A"
"20193","04077273","30","0","5","01","D","100","D",".0750","F","59679","F","13","F","600","F","","A","","A","","A","","A","0","F","564","F","567","F","571","F","36","F","33","F","29","F","","A","04","F","2007","F","1","F","","A","5798","F","5234","F","4667","F","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04077793","14","0","5","01","D","100","D",".0492","D","10000","D","5","D","365","D","","B","","B","","B","","B","177","D","185","D","186","D","186","D","3","D","2","D","2","D","","A","08","D","2014","D","1","D","","A","767","D","583","D","397","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04078463","40","0","5","01","D","100","D",".0950","D","50000","D","15","D","522","D","","A","","A","","A","","A","0","D","140","D","141","D","142","D","382","D","381","D","380","D","","A","03","D","2018","D","1","D","","A","48280","D","48140","D","47999","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04078913","20","0","5","01","D","100","D",".0295","F","170000","D","30","F","","A","","A","","A","","A","","A","0","F","381","F","382","F","383","F","331","F","330","F","330","F","","A","07","F","2010","D","2","D","","A","203127","V","201109","V","188710","V","01","D","1","D","","A","","A","712","D","712","D","712","D","","C","","A"
"20193","04079113","29","0","5","01","D","100","D",".0472","D","15000","D","7","D","360","D","","B","","B","","B","","B","150","D","151","D","152","D","152","D","41","D","40","D","40","D","","A","04","D","2019","D","1","D","042019","D","15000","D","14849","D","14697","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04079473","24","0","5","01","D","100","D",".0563","F","10900","F","10","F","119","F","","A","","A","","A","","A","0","F","0","F","0","F","0","F","119","F","119","F","119","F","","A","09","F","2010","F","1","F","","A","10900","F","10900","F","10900","F","01","D","1","D","","A","","A","","A","","A","","A","","A","2","D"
"20193","04079933","48","0","5","01","D","100","D",".0410","D","80000","D","20","D","650","D","","B","","B","","B","","B","161","D","251","D","251","D","252","D","238","D","238","D","237","D","","A","08","D","2015","D","1","D","","A","69779","D","69528","D","69277","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04092553","33","0","5","01","D","100","D",".0485","D","40000","D","20","D","433","D","","B","","B","","B","","B","172","D","161","D","161","D","162","D","100","D","100","D","99","D","","A","06","D","2009","D","1","D","","A","24859","D","24698","D","24537","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04093423","8","0","5","01","D","100","D",".0475","D","100000","D","15","D","778","D","","A","","A","","A","","A","0","D","387","D","388","D","390","D","391","D","390","D","388","D","","A","02","D","2019","D","1","D","","A","98849","D","98462","D","98074","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04094673","18","0","5","01","D","100","D",".0475","D","25000","D","15","D","194","D","","A","","A","","A","","A","0","D","536","D","538","D","540","D","464","D","462","D","460","D","","A","07","D","2017","D","2","D","","A","22809","D","22705","D","22601","D","01","D","1","D","","A","","A","1000","D","1000","D","1000","D","1","D","2","D"
"20193","04095313","37","0","5","01","D","100","D",".0749","D","16572","D","5","D","332","D","","A","","A","","A","","A","0","D","242","D","243","D","245","D","90","D","89","D","87","D","","A","08","D","2018","D","1","D","","A","14463","D","14221","D","13978","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04095993","22","0","5","01","D","100","D",".0563","D","10900","D","10","D","119","D","","A","","A","","A","","A","0","D","0","D","0","D","0","D","119","D","119","D","119","D","","A","09","D","2010","D","1","D","","A","10900","D","10900","D","10900","D","01","D","","A","","A","","A","","A","","A","","A","","A","2","D"
"20193","04098073","29","0","5","01","D","100","D",".0472","D","28557","D","10","D","299","D","","A","","A","","A","","A","0","D","187","D","187","D","188","D","112","D","112","D","111","D","","A","05","D","2019","D","1","D","","A","28557","D","28370","D","28183","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04099263","15","0","5","01","D","100","D",".0475","D","18660","D","5","D","350","D","","A","","A","","A","","A","0","D","301","D","302","D","304","D","49","D","48","D","46","D","","A","07","D","2017","D","1","D","","A","12326","D","12024","D","11722","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04100383","28","0","5","01","D","100","D",".0500","D","12539","D","10","D","133","D","","A","","A","","A","","A","0","D","91","D","92","D","92","D","35","D","34","D","34","D","","A","11","D","2016","D","1","D","","A","9964","D","9873","D","9781","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04101743","27","0","5","01","D","100","D",".0550","D","15000","D","20","D","130","D","","B","","B","","B","","B","27","D","34","D","34","D","35","D","69","D","69","D","68","D","","A","06","D","2019","D","1","D","062019","D","15000","D","14966","D","14931","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04102873","32","0","5","01","D","100","D",".0475","D","8000","D","10","D","820","D","","B","","B","","B","","B","736","D","57","D","57","D","57","D","27","D","27","D","27","D","","A","10","D","2017","D","1","D","","A","6913","D","6856","D","6800","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04102993","26","0","5","01","D","100","D",".0472","D","14685","D","15","D","114","D","","A","","A","","A","","A","0","D","57","D","57","D","57","D","57","D","57","D","57","D","","A","03","D","2019","D","1","D","","A","14516","D","14459","D","14402","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04104993","28","0","5","01","D","100","D",".0440","D","97611","D","6","D","1545","D","","A","","A","","A","","A","0","D","2323","T","2235","T","2244","T","220","D","215","D","210","D","","A","12","D","2016","D","1","D","","A","60038","D","58714","D","57384","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04105693","15","0","5","01","D","100","D",".0475","D","20000","D","20","D","150","D","","B","","B","","B","","B","21","D","54","D","54","D","55","D","75","D","75","D","74","D","","A","09","D","2017","D","1","D","","A","18911","D","18857","D","18803","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04106493","16","0","5","01","D","100","D",".0500","D","52000","D","15","D","475","D","","B","","B","","B","","B","64","D","265","D","267","D","268","D","146","D","144","D","143","D","","A","03","D","2013","D","1","D","","A","34932","D","34667","D","34400","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04107263","32","0","5","01","D","100","D",".0500","F","279182","V","15","F","1977","F","","A","","A","","A","","A","0","F","893","F","896","F","900","F","114","F","111","F","107","F","","A","11","F","2006","F","2","F","","A","53899","F","52146","F","50386","F","01","D","","A","","A","","A","1007","F","1007","F","1007","F","1","D","2","D"
"20193","04109133","21","0","5","01","D","100","D",".0425","D","50000","D","10","D","512","D","","A","","A","","A","","A","0","D","341","D","342","D","343","D","171","D","170","D","169","D","","A","01","D","2019","D","1","D","","A","48314","D","47973","D","47631","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04110043","21","0","5","01","D","100","D",".0500","D","12646","D","15","D","100","D","","A","","A","","A","","A","0","D","53","D","54","D","54","D","47","D","46","D","46","D","","A","01","D","2017","D","1","D","","A","11191","D","11138","D","11084","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04111383","28","0","5","01","D","200","D",".0600","D","140000","D","10","D","1554","D","","A","","A","","A","","A","0","D","","A","","A","","A","","A","","A","","A","","A","01","D","2015","D","2","D","","A","88304","D","87191","D","86072","D","01","D","1","D","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04173042","17","0","5","01","D","100","D",".0400","D","78028","D","10","D","790","D","","A","","A","","A","","A","0","D","611","D","613","D","616","D","179","D","177","D","174","D","","A","09","D","2015","D","1","D","","A","53572","D","52960","D","52347","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04173832","25","0","1","01","D","100","D",".0500","D","30000","D","20","D","223","D","","B","","B","","B","","B","25","D","117","D","117","D","118","D","81","D","81","D","80","D","","A","11","D","2009","D","1","D","","A","19492","D","19375","D","19258","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04174542","32","0","5","01","D","100","D",".0400","D","70000","D","20","D","546","D","","B","","B","","B","","B","122","D","225","D","226","D","227","D","199","D","198","D","197","D","","A","02","D","2015","D","1","D","","A","59645","D","59420","D","59194","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04183672","27","0","5","01","D","100","D",".0475","D","147000","D","15","D","1382","D","3","D","","A","","A","","A","239","D","617","D","619","D","622","D","526","D","524","D","521","D","","A","05","D","2017","D","1","D","","A","132902","D","132285","D","188710","T","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04184782","24","0","5","01","D","100","D",".0440","D","38000","D","19","D","250","D","","B","","B","","B","","B","4","D","147","D","147","D","148","D","99","D","99","D","98","D","","A","02","D","2012","D","1","D","","A","27092","D","26946","D","26799","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04186492","18","0","5","01","D","100","D",".0730","D","85000","D","15","D","780","D","","B","","B","","B","","B","2","D","389","D","392","D","394","D","389","D","386","D","384","D","","A","11","D","2013","D","1","D","","A","63887","D","63498","D","63106","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04188252","23","0","5","01","D","100","D",".0475","F","147000","F","15","F","1382","F","3","F","","A","","A","","A","239","F","617","F","619","F","622","F","526","F","524","F","521","F","","A","05","F","2017","F","1","F","","A","132902","F","132285","F","188710","V","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04191402","31","0","5","01","D","100","D",".0472","D","60000","D","10","D","628","D","","A","","A","","A","","A","0","D","","A","","A","0","D","","A","","A","0","D","","A","07","D","2019","D","2","D","","A","60780","D","60391","D","60000","D","01","D","1","D","","A","","A","0","D","0","D","0","D","1","D","2","D"
"20193","04195032","18","0","5","01","D","100","D",".0472","D","28566","D","7","D","400","D","","A","","A","","A","","A","0","D","292","D","293","D","294","D","108","D","107","D","106","D","","A","02","D","2019","D","1","D","","A","27409","D","27116","D","26823","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04199812","17","0","5","01","D","100","D",".0750","D","59679","D","13","D","600","D","","A","","A","","A","","A","0","D","564","D","567","D","571","D","36","D","33","D","29","D","","A","04","D","2007","D","1","D","","A","5798","D","5234","D","4667","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04201202","27","0","5","01","D","100","D",".0440","D","19000","D","15","D","150","D","","B","","B","","B","","B","6","D","86","D","87","D","87","D","58","D","57","D","57","D","","A","01","D","2016","D","1","D","","A","15718","D","15631","D","15545","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04201842","30","0","5","01","D","100","D",".0440","F","100000","F","15","F","800","F","","B","","B","","B","","B","40","F","439","F","441","F","442","F","321","F","319","F","318","F","","A","12","F","2016","F","1","F","","A","87551","F","87112","F","86671","F","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04201982","21","0","5","01","D","100","D",".0419","D","78000","D","10","D","797","D","3","D","4","D","5","D","","A","0","D","477","D","478","D","480","D","203","D","202","D","200","D","","A","12","D","2017","D","2","D","","A","68275","D","67717","D","67156","D","01","D","","A","2","D","","A","786","D","786","D","786","D","1","D","2","D"
"20193","04203122","17","0","5","01","D","100","D",".0600","D","41950","D","15","D","354","D","","A","","A","","A","","A","0","D","277","D","279","D","280","D","77","D","75","D","74","D","","A","07","D","2008","D","1","D","","A","15350","D","15073","D","14794","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04215331","10","0","1","01","D","100","D",".0730","F","85000","F","15","F","780","F","","B","","B","","B","","B","2","F","389","F","392","F","394","F","389","F","386","F","384","F","","A","11","F","2013","F","1","F","","A","63887","F","63498","F","63106","F","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04216541","20","0","1","01","D","100","D",".0400","D","35000","D","10","D","354","D","","A","","A","","A","","A","0","D","","A","","A","","A","","A","","A","","A","","A","01","D","2010","D","2","D","","A","3137","D","2793","D","2448","D","01","D","","A","2","D","","A","0","D","0","D","0","D","1","D","2","D"
"20193","04216801","35","0","1","01","D","100","D",".0400","D","40000","D","10","D","466","D","","B","","B","","B","","B","61","D","335","D","336","D","337","D","70","D","69","D","68","D","","A","01","D","2014","D","1","D","","A","20990","D","20655","D","20319","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04220321","9","0","1","01","D","100","D",".0544","D","30000","D","15","D","528","D","","B","","B","","B","","B","284","D","176","D","177","D","178","D","68","D","67","D","66","D","","A","04","D","2010","D","1","D","","A","14995","D","14819","D","14642","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04221181","13","0","1","01","D","100","D",".0529","D","40000","D","10","D","430","D","3","D","4","D","","A","","A","0","D","94","D","94","D","95","D","56","D","56","D","55","D","","A","03","D","2018","D","2","D","","A","36614","D","36346","D","36076","D","01","D","1","D","","A","","A","400","D","400","D","400","D","1","D","2","D"
"20193","04225441","32","0","1","01","D","100","D",".0662","D","70000","D","19","D","542","D","","B","","B","","B","","B","2","D","383","D","386","D","388","D","157","D","154","D","152","D","","A","06","D","2005","D","1","D","","A","28384","D","28000","D","27615","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04225871","8","0","1","01","D","100","D",".0500","D","75000","D","15","D","700","D","","B","","B","","B","","B","107","D","361","D","363","D","364","D","232","D","230","D","229","D","","A","04","D","2014","D","1","D","","A","55564","D","55203","D","54840","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04226051","27","0","1","01","D","100","D",".0600","D","6000","D","15","D","51","D","","A","","A","","A","","A","0","D","","A","","A","","A","","A","","A","","A","","A","10","D","2016","D","2","D","","A","5310","D","5286","D","5262","D","01","D","1","D","","A","","A","45","D","45","D","45","D","1","D","2","D"
"20193","04226621","9","0","1","01","D","100","D",".0450","D","25000","D","10","D","259","D","","A","","A","","A","","A","0","D","","A","","A","","A","","A","","A","","A","","A","12","D","2017","D","2","D","","A","22103","D","21927","D","21750","D","01","D","1","D","","A","","A","93","D","93","D","93","D","1","D","2","D"
"20193","04227101","12","0","1","01","D","100","D",".0450","F","37685","F","9","F","425","F","","A","","A","","A","","A","0","F","290","F","291","F","292","F","135","F","134","F","133","F","","A","12","F","2018","F","1","F","","A","35967","F","35677","F","35386","F","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04228221","14","0","1","01","D","100","D",".0599","D","75000","D","15","D","640","D","","B","","B","","B","","B","8","D","258","D","259","D","260","D","374","D","373","D","372","D","","A","05","D","2019","D","1","D","","A","75000","D","74742","D","74483","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04228351","24","0","1","01","D","100","D",".0640","D","130000","D","15","D","1125","D","","A","","A","","A","","A","0","D","","A","","A","","A","","A","","A","","A","","A","10","D","2007","D","2","D","","A","41343","D","40438","D","39529","D","01","D","1","D","","A","","A","330","D","330","D","330","D","1","D","2","D"
"20193","04228901","27","0","1","01","D","100","D",".0450","F","37685","F","9","F","425","F","","A","","A","","A","","A","0","F","290","F","291","F","292","F","135","F","134","F","133","F","","A","12","F","2018","F","1","F","","A","35967","F","35677","F","35386","F","01","D","1","D","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04229921","37","0","1","01","D","100","D",".0540","D","40000","D","14","D","346","D","","B","","B","","B","","B","6","D","219","D","220","D","221","D","121","D","120","D","119","D","","A","07","D","2013","D","1","D","","A","26870","D","26651","D","26430","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04232401","29","0","1","01","D","100","D",".0500","D","13765","D","10","D","146","D","","A","","A","","A","","A","0","D","138","D","139","D","139","D","8","D","7","D","7","D","","A","06","D","2010","D","1","D","","A","1844","D","1705","D","1566","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04235121","13","0","1","01","D","100","D",".0472","D","1829","D","2","D","80","D","","A","","A","","A","","A","0","D","","A","","A","73","D","","A","","A","7","D","","A","07","D","2019","D","1","D","","A","","A","","A","1829","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04235741","9","0","1","01","D","100","D",".0440","D","11336","D","4","D","258","D","","A","","A","","A","","A","0","D","242","D","243","D","244","D","16","D","15","D","14","D","","A","10","D","2016","D","1","D","","A","4244","D","4002","D","3758","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04236361","12","0","1","01","D","100","D",".0440","D","100000","D","15","D","800","D","","B","","B","","B","","B","40","D","439","D","441","D","442","D","321","D","319","D","318","D","","A","12","D","2016","D","1","D","","A","87551","D","87112","D","86671","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04237291","33","0","1","01","D","100","D",".0475","F","48889","F","5","F","917","F","","A","","A","","A","","A","0","F","795","F","799","F","802","F","122","F","118","F","115","F","","A","06","F","2017","F","1","F","","A","30712","F","29916","F","29118","F","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04240101","13","0","1","01","D","100","D",".0563","F","10900","F","10","F","119","F","","A","","A","","A","","A","0","F","0","F","0","F","0","F","119","F","119","F","119","F","","A","09","F","2010","F","1","F","","A","10900","F","10900","F","10900","F","01","D","1","D","","A","","A","","A","","A","","A","","A","2","D"
"20193","04240561","17","0","1","01","D","100","D",".0440","D","30000","D","15","D","600","D","","B","","B","","B","","B","372","D","158","D","158","D","159","D","70","D","70","D","69","D","","A","11","D","2012","D","1","D","","A","19210","D","19053","D","18895","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04243381","25","0","1","01","D","100","D",".0525","D","40000","D","20","D","270","D","","A","","A","","A","","A","0","D","","A","","A","","A","","A","","A","","A","","A","05","D","2001","D","2","D","","A","5885","D","5642","D","5397","D","01","D","1","D","","A","","A","229","D","223","D","228","D","1","D","2","D"
"20193","04244741","32","0","1","01","D","100","D",".0500","D","12000","D","5","D","226","D","","A","","A","","A","","A","0","D","","A","","A","176","D","","A","","A","50","D","","A","08","D","2019","D","1","D","","A","","A","","A","12000","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20193","04245501","38","0","1","01","D","100","D",".0460","D","25000","D","5","D","644","D","","B","","B","","B","","B","177","D","436","D","438","D","439","D","31","D","29","D","28","D","","A","12","D","2015","D","1","D","","A","8121","D","7685","D","7248","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
"20194","04070464","37","0","5","01","D","100","D",".0472","D","76188","D","5","D","1428","D","","A","","A","","A","","A","0","D","2323","T","2235","T","2244","T","273","D","268","D","264","D","","A","01","D","2019","D","1","D","","A","69351","D","68196","D","67036","D","01","D","","A","","A","","A","","A","","A","","A","1","D","2","D"
