"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","TRNONCUX","TRNO_CUX","TRNONCUY","TRNO_CUY"
"20192","04187143","28","9","1","350","E","180","D"
"20192","04187143","28","10","1","15","E","190","D"
"20192","04189791","23","0","1","","H","","A"
"20192","04189791","23","1","1","68","E","100","D"
"20192","04189791","23","2","1","18","E","110","D"
"20192","04189791","23","3","1","28","E","120","D"
"20192","04189791","23","4","1","103","E","130","D"
"20192","04189791","23","5","1","5","E","140","D"
"20192","04189791","23","6","1","198","E","150","D"
"20192","04189791","23","7","1","34","E","160","D"
"20192","04189791","23","8","1","11","E","170","D"
"20192","04189791","23","9","1","488","E","180","D"
"20192","04189791","23","10","1","22","E","190","D"
"20192","04192561","16","0","1","","H","","A"
"20192","04192561","16","1","1","665","E","100","D"
"20192","04192561","16","2","1","158","E","110","D"
"20192","04192561","16","3","1","189","E","120","D"
"20192","04192561","16","4","1","1226","E","130","D"
"20192","04192561","16","5","1","42","E","140","D"
"20192","04192561","16","6","1","1594","E","150","D"
"20192","04192561","16","7","1","248","E","160","D"
"20192","04192561","16","8","1","157","E","170","D"
"20192","04192561","16","9","1","287","E","180","D"
"20192","04192561","16","10","1","307","E","190","D"
"20192","04194141","38","0","1","","H","","A"
"20192","04194141","38","1","1","86","E","100","D"
"20192","04194141","38","2","1","22","E","110","D"
"20192","04194141","38","3","1","142","E","130","D"
"20192","04194661","16","0","1","","H","","A"
"20192","04194661","16","1","1","38","E","100","D"
"20192","04194661","16","2","1","9","E","110","D"
"20192","04194661","16","3","1","14","E","120","D"
"20192","04194661","16","4","1","53","E","130","D"
"20192","04194661","16","5","1","2","E","140","D"
"20192","04194661","16","6","1","101","E","150","D"
"20192","04194661","16","7","1","17","E","160","D"
"20192","04194661","16","8","1","5","E","170","D"
"20192","04194661","16","9","1","250","E","180","D"
"20192","04194661","16","10","1","11","E","190","D"
"20192","04194851","30","0","1","","H","","A"
"20192","04194851","30","1","1","3","E","120","D"
"20192","04194851","30","2","1","30","E","150","D"
"20192","04194851","30","3","1","9","E","160","D"
"20192","04194851","30","4","1","2","E","170","D"
"20192","04194851","30","5","1","126","E","180","D"
"20192","04194851","30","6","1","5","E","190","D"
"20192","04195051","29","0","1","","H","","A"
"20192","04195051","29","1","1","172","E","100","D"
"20192","04195051","29","2","1","44","E","110","D"
"20192","04195051","29","3","1","284","E","130","D"
"20192","04195881","17","0","1","","H","","A"
"20192","04195881","17","1","1","739","E","100","D"
"20192","04195881","17","2","1","139","E","110","D"
"20192","04195881","17","3","1","281","E","120","D"
"20192","04195881","17","4","1","1587","E","130","D"
"20192","04195881","17","5","1","41","E","140","D"
"20192","04195881","17","6","1","1959","E","150","D"
"20192","04195881","17","7","1","242","E","160","D"
"20192","04195881","17","8","1","205","E","170","D"
"20192","04195881","17","9","1","207","E","190","D"
"20192","04199051","41","0","1","","H","","A"
"20192","04199051","41","1","1","80","E","130","D"
"20192","04201891","35","0","1","","H","","A"
"20192","04201891","35","1","1","140","E","100","D"
"20192","04201891","35","2","1","35","E","110","D"
"20192","04201891","35","3","1","48","E","120","D"
"20192","04201891","35","4","1","9","E","140","D"
"20192","04201891","35","5","1","365","E","150","D"
"20192","04201891","35","6","1","55","E","160","D"
"20192","04201891","35","7","1","18","E","170","D"
"20192","04201891","35","8","1","573","E","180","D"
"20192","04201891","35","9","1","57","E","190","D"
"20192","04202621","18","0","1","","H","","A"
"20192","04202621","18","1","1","326","E","100","D"
"20192","04202621","18","2","1","105","E","110","D"
"20192","04202621","18","3","1","769","E","130","D"
"20192","04203231","21","0","1","","H","","A"
"20192","04203231","21","1","1","600","E","130","D"
"20193","04009404","81","0","1","","H","","A"
"20193","04009404","81","1","1","320","E","130","D"
"20193","04011394","28","0","1","","H","","A"
"20193","04011394","28","1","1","110","E","100","D"
"20193","04011394","28","2","1","44","E","110","D"
"20193","04011394","28","3","1","74","E","120","D"
"20193","04011394","28","4","1","293","E","130","D"
"20193","04011394","28","5","1","10","E","140","D"
"20193","04011394","28","6","1","388","E","150","D"
"20193","04011394","28","7","1","56","E","160","D"
"20193","04011394","28","8","1","19","E","170","D"
"20193","04011394","28","9","1","197","E","180","D"
"20193","04011394","28","10","1","59","E","190","D"
"20193","04011394","28","11","1","105","E","210","D"
"20193","04011394","28","12","1","45","E","220","D"
"20193","04011754","40","0","1","","H","","A"
"20193","04011754","40","1","1","29","E","130","D"
"20193","04013014","68","0","1","","H","","A"
"20193","04013014","68","1","1","124","E","100","D"
"20193","04013014","68","2","1","34","E","110","D"
"20193","04013014","68","3","1","36","E","120","D"
"20193","04013014","68","4","1","211","E","130","D"
"20193","04013014","68","5","1","7","E","140","D"
"20193","04013014","68","6","1","289","E","150","D"
"20193","04013014","68","7","1","64","E","160","D"
"20193","04013014","68","8","1","21","E","170","D"
"20193","04013014","68","9","1","59","E","180","D"
"20193","04013014","68","10","1","42","E","190","D"
"20193","04013014","68","11","1","62","E","210","D"
"20193","04013014","68","12","1","51","E","220","D"
"20193","04013564","39","0","1","","H","","A"
"20193","04013564","39","1","1","700","E","100","D"
"20193","04013564","39","2","1","168","E","110","D"
"20193","04013564","39","3","1","205","E","120","D"
"20193","04013564","39","4","1","1194","E","130","D"
"20193","04013564","39","5","1","44","E","140","D"
"20193","04013564","39","6","1","1632","E","150","D"
"20193","04013564","39","7","1","364","E","160","D"
"20193","04013564","39","8","1","120","E","170","D"
"20193","04013564","39","9","1","335","E","180","D"
"20193","04013564","39","10","1","238","E","190","D"
"20193","04015204","44","0","1","","H","","A"
"20193","04015204","44","1","1","15","E","120","D"
"20193","04015204","44","2","1","2","E","140","D"
"20193","04015204","44","3","1","82","E","150","D"
"20193","04015204","44","4","1","8","E","160","D"
"20193","04015204","44","5","1","10","E","170","D"
"20193","04015204","44","6","1","31","E","180","D"
"20193","04015204","44","7","1","12","E","190","D"
"20193","04017084","61","0","1","","H","","A"
"20193","04017084","61","1","1","630","E","100","D"
"20193","04017084","61","2","1","146","E","110","D"
"20193","04017084","61","3","1","191","E","120","D"
"20193","04017084","61","4","1","1074","E","130","D"
"20193","04017084","61","5","1","39","E","140","D"
"20193","04017084","61","6","1","1469","E","150","D"
"20193","04017084","61","7","1","328","E","160","D"
"20193","04017084","61","8","1","108","E","170","D"
"20193","04017084","61","9","1","301","E","180","D"
"20193","04017084","61","10","1","214","E","190","D"
"20193","04032394","56","0","1","","H","","A"
"20193","04032394","56","1","1","112","E","130","D"
"20193","04037334","29","0","1","","H","","A"
"20193","04037334","29","1","1","65","E","120","D"
"20193","04037334","29","2","1","10","E","140","D"
"20193","04037334","29","3","1","407","E","150","D"
"20193","04037334","29","4","1","43","E","160","D"
"20193","04037334","29","5","1","50","E","170","D"
"20193","04037334","29","6","1","154","E","180","D"
"20193","04037334","29","7","1","61","E","190","D"
"20193","04039634","59","0","1","","H","","A"
"20193","04039634","59","1","1","801","E","100","D"
"20193","04039634","59","2","1","240","E","110","D"
"20193","04039634","59","3","1","366","E","120","D"
"20193","04039634","59","4","1","1683","E","130","D"
"20193","04039634","59","5","1","58","E","140","D"
"20193","04039634","59","6","1","2374","E","150","D"
"20193","04039634","59","7","1","254","E","160","D"
"20193","04039634","59","8","1","292","E","170","D"
"20193","04039634","59","9","1","898","E","180","D"
"20193","04039634","59","10","1","359","E","190","D"
"20193","04043564","19","0","1","","H","","A"
"20193","04043564","19","1","1","941","E","100","D"
"20193","04043564","19","2","1","282","E","110","D"
"20193","04043564","19","3","1","457","E","210","D"
"20193","04043564","19","4","1","320","E","220","D"
"20193","04045554","44","0","1","","H","","A"
"20193","04045554","44","1","1","35","E","100","D"
"20193","04045554","44","2","1","7","E","110","D"
"20193","04045554","44","3","1","58","E","130","D"
"20193","04048194","51","0","1","","H","","A"
"20193","04048194","51","1","1","89","E","100","D"
"20193","04048194","51","2","1","27","E","110","D"
"20193","04048194","51","3","1","36","E","120","D"
"20193","04048194","51","4","1","182","E","130","D"
"20193","04048194","51","5","1","11","E","140","D"
"20193","04048194","51","6","1","263","E","150","D"
"20193","04048194","51","7","1","45","E","160","D"
"20193","04048194","51","8","1","15","E","170","D"
"20193","04048194","51","9","1","300","E","180","D"
"20193","04048194","51","10","1","32","E","190","D"
"20193","04069473","33","0","1","","H","","A"
"20193","04069473","33","1","1","34","E","120","D"
"20193","04069473","33","2","1","11","E","140","D"
"20193","04069473","33","3","1","277","E","150","D"
"20193","04069473","33","4","1","61","E","160","D"
"20193","04069473","33","5","1","20","E","170","D"
"20193","04069473","33","6","1","57","E","180","D"
"20193","04069473","33","7","1","40","E","190","D"
"20193","04070973","46","0","1","","H","","A"
"20193","04070973","46","1","1","99","E","100","D"
"20193","04070973","46","2","1","23","E","110","D"
"20193","04070973","46","3","1","29","E","120","D"
"20193","04070973","46","4","1","169","E","130","D"
"20193","04070973","46","5","1","6","E","140","D"
"20193","04070973","46","6","1","231","E","150","D"
"20193","04070973","46","7","1","51","E","160","D"
"20193","04070973","46","8","1","17","E","170","D"
"20193","04070973","46","9","1","47","E","180","D"
"20193","04070973","46","10","1","33","E","190","D"
"20193","04070973","46","11","1","49","E","210","D"
"20193","04070973","46","12","1","46","E","220","D"
"20193","04073823","26","0","1","","H","","A"
"20193","04073823","26","1","1","41","E","100","D"
"20193","04073823","26","2","1","13","E","110","D"
"20193","04073823","26","3","1","16","E","120","D"
"20193","04073823","26","4","1","81","E","130","D"
"20193","04073823","26","5","1","2","E","140","D"
"20193","04073823","26","6","1","133","E","150","D"
"20193","04073823","26","7","1","25","E","160","D"
"20193","04073823","26","8","1","12","E","170","D"
"20193","04073823","26","9","1","6","E","180","D"
"20193","04073823","26","10","1","21","E","190","D"
"20193","04073853","64","0","1","","H","","A"
"20193","04073853","64","1","1","70","E","100","D"
"20193","04073853","64","2","1","16","E","110","D"
"20193","04073853","64","3","1","20","E","120","D"
"20193","04073853","64","4","1","123","E","130","D"
"20193","04073853","64","5","1","4","E","140","D"
"20193","04073853","64","6","1","163","E","150","D"
"20193","04073853","64","7","1","36","E","160","D"
"20193","04073853","64","8","1","12","E","170","D"
"20193","04073853","64","9","1","33","E","180","D"
"20193","04073853","64","10","1","23","E","190","D"
"20193","04076073","59","0","1","","H","","A"
"20193","04076073","59","1","1","7","E","120","D"
"20193","04076073","59","2","1","24","E","150","D"
"20193","04076073","59","3","1","3","E","160","D"
"20193","04076073","59","4","1","1","E","170","D"
"20193","04076073","59","5","1","12","E","180","D"
"20193","04076073","59","6","1","3","E","190","D"
"20193","04076713","40","0","1","","H","","A"
"20193","04076713","40","1","1","60","E","120","D"
"20193","04076713","40","2","1","11","E","140","D"
"20193","04076713","40","3","1","443","E","150","D"
"20193","04076713","40","4","1","99","E","160","D"
"20193","04076713","40","5","1","32","E","170","D"
"20193","04076713","40","6","1","91","E","180","D"
"20193","04076713","40","7","1","64","E","190","D"
"20193","04078603","29","0","1","","H","","A"
"20193","04078603","29","1","1","88","E","100","D"
"20193","04078603","29","2","1","25","E","110","D"
"20193","04078603","29","3","1","38","E","120","D"
"20193","04078603","29","4","1","6","E","140","D"
"20193","04078603","29","5","1","252","E","150","D"
"20193","04078603","29","6","1","27","E","160","D"
"20193","04078603","29","7","1","31","E","170","D"
"20193","04078603","29","8","1","95","E","180","D"
"20193","04078603","29","9","1","38","E","190","D"
"20193","04079373","23","0","1","","H","","A"
"20193","04079373","23","1","1","23","E","120","D"
"20193","04079373","23","2","1","3","E","140","D"
"20193","04079373","23","3","1","122","E","150","D"
"20193","04079373","23","4","1","17","E","160","D"
"20193","04079373","23","5","1","6","E","170","D"
"20193","04079373","23","6","1","61","E","180","D"
"20193","04079373","23","7","1","18","E","190","D"
"20193","04092293","22","0","1","","H","","A"
"20193","04092293","22","1","1","99","G","100","D"
"20193","04092293","22","2","1","28","G","110","D"
"20193","04092293","22","3","1","29","G","120","D"
"20193","04092293","22","4","1","169","G","130","D"
"20193","04092293","22","5","1","6","G","140","D"
"20193","04092293","22","6","1","231","G","150","D"
"20193","04092293","22","7","1","51","G","160","D"
"20193","04092293","22","8","1","17","G","170","D"
"20193","04092293","22","9","1","47","G","180","D"
"20193","04092293","22","10","1","33","G","190","D"
"20193","04092293","22","11","1","49","G","210","D"
"20193","04092293","22","12","1","41","G","220","D"
"20193","04093453","65","0","1","","H","","A"
"20193","04093453","65","1","1","920","E","100","D"
"20193","04093453","65","2","1","280","E","110","D"
"20193","04096353","37","0","1","","H","","A"
"20193","04096353","37","1","1","67","E","120","D"
"20193","04096353","37","2","1","11","E","140","D"
"20193","04096353","37","3","1","489","E","150","D"
"20193","04096353","37","4","1","84","E","160","D"
"20193","04096353","37","5","1","28","E","170","D"
"20193","04096353","37","6","1","557","E","180","D"
"20193","04096353","37","7","1","64","E","190","D"
"20193","04097733","20","0","1","","H","","A"
"20193","04097733","20","1","1","67","E","100","D"
"20193","04097733","20","2","1","22","E","110","D"
"20193","04097733","20","3","1","41","E","120","D"
"20193","04097733","20","4","1","164","E","130","D"
"20193","04097733","20","5","1","5","E","140","D"
"20193","04097733","20","6","1","217","E","150","D"
"20193","04097733","20","7","1","31","E","160","D"
"20193","04097733","20","8","1","10","E","170","D"
"20193","04097733","20","9","1","110","E","180","D"
"20193","04097733","20","10","1","33","E","190","D"
"20193","04101393","45","0","1","","H","","A"
"20193","04101393","45","1","1","8","E","120","D"
"20193","04101393","45","2","1","1","E","140","D"
"20193","04101393","45","3","1","60","E","150","D"
"20193","04101393","45","4","1","10","E","160","D"
"20193","04101393","45","5","1","3","E","170","D"
"20193","04101393","45","6","1","68","E","180","D"
"20193","04101393","45","7","1","10","E","190","D"
"20193","04101593","56","0","1","","H","","A"
"20193","04101593","56","1","1","10","E","120","D"
"20193","04101593","56","2","1","1","E","140","D"
"20193","04101593","56","3","1","78","E","150","D"
"20193","04101593","56","4","1","13","E","160","D"
"20193","04101593","56","5","1","4","E","170","D"
"20193","04101593","56","6","1","85","E","180","D"
"20193","04101593","56","7","1","9","E","190","D"
"20193","04104773","32","0","1","","H","","A"
"20193","04104773","32","1","1","103","E","100","D"
"20193","04104773","32","2","1","23","E","110","D"
"20193","04104773","32","3","1","174","E","130","D"
"20193","04110333","35","0","1","","H","","A"
"20193","04110333","35","1","1","86","E","120","D"
"20193","04110333","35","2","1","499","E","130","D"
"20193","04110333","35","3","1","18","E","140","D"
"20193","04110333","35","4","1","688","E","150","D"
"20193","04110333","35","5","1","152","E","160","D"
"20193","04110333","35","6","1","50","E","170","D"
"20193","04110333","35","7","1","140","E","180","D"
"20193","04110333","35","8","1","99","E","190","D"
"20193","04110333","35","9","1","147","E","210","D"
"20193","04110333","35","10","1","121","E","220","D"
"20193","04111103","52","0","1","","H","","A"
"20193","04111103","52","1","1","41","E","120","D"
"20193","04111103","52","2","1","211","E","130","D"
"20193","04111103","52","3","1","6","E","140","D"
"20193","04111103","52","4","1","298","E","150","D"
"20193","04111103","52","5","1","51","E","160","D"
"20193","04111103","52","6","1","17","E","170","D"
"20193","04111103","52","7","1","340","E","180","D"
"20193","04111103","52","8","1","36","E","190","D"
"20193","04172952","41","0","1","","H","","A"
"20193","04172952","41","1","1","372","E","100","D"
"20193","04172952","41","2","1","86","E","110","D"
"20193","04172952","41","3","1","109","E","120","D"
"20193","04172952","41","4","1","641","E","130","D"
"20193","04172952","41","5","1","23","E","140","D"
"20193","04172952","41","6","1","867","E","150","D"
"20193","04172952","41","7","1","193","E","160","D"
"20193","04172952","41","8","1","64","E","170","D"
"20193","04172952","41","9","1","178","E","180","D"
"20193","04172952","41","10","1","126","E","190","D"
"20193","04172952","41","11","1","187","E","210","D"
"20193","04172952","41","12","1","154","E","220","D"
"20193","04174552","49","0","1","","H","","A"
"20193","04174552","49","1","1","150","E","120","D"
"20193","04174552","49","2","1","37","E","140","D"
"20193","04174552","49","3","1","1474","E","150","D"
"20193","04174552","49","4","1","133","E","160","D"
"20193","04174552","49","5","1","129","E","170","D"
"20193","04174552","49","6","1","219","E","180","D"
"20193","04174552","49","7","1","158","E","190","D"
"20193","04175752","25","0","1","","H","","A"
"20193","04175752","25","1","1","57","E","120","D"
"20193","04175752","25","2","1","12","E","140","D"
"20193","04175752","25","3","1","455","E","150","D"
"20193","04175752","25","4","1","101","E","160","D"
"20193","04175752","25","5","1","33","E","170","D"
"20193","04175752","25","6","1","93","E","180","D"
"20193","04175752","25","7","1","66","E","190","D"
"20193","04175752","25","8","1","103","E","210","D"
"20193","04175752","25","9","1","80","E","220","D"
"20193","04176112","46","0","1","","H","","A"
"20193","04176112","46","1","1","700","E","130","D"
"20193","04179752","30","0","1","","H","","A"
"20193","04179752","30","1","1","44","E","120","D"
"20193","04179752","30","2","1","7","E","140","D"
"20193","04179752","30","3","1","371","E","150","D"
"20193","04179752","30","4","1","69","E","160","D"
"20193","04179752","30","5","1","34","E","170","D"
"20193","04179752","30","6","1","17","E","180","D"
"20193","04179752","30","7","1","58","E","190","D"
"20193","04179892","47","0","1","","H","","A"
"20193","04179892","47","1","1","67","E","120","D"
"20193","04179892","47","2","1","13","E","140","D"
"20193","04179892","47","3","1","500","E","150","D"
"20193","04179892","47","4","1","111","E","160","D"
"20193","04179892","47","5","1","37","E","170","D"
"20193","04179892","47","6","1","102","E","180","D"
"20193","04179892","47","7","1","73","E","190","D"
"20193","04179892","47","8","1","108","E","210","D"
"20193","04179892","47","9","1","89","E","220","D"
"20193","04183102","22","0","1","","H","","A"
"20193","04183102","22","1","1","192","E","120","D"
"20193","04183102","22","2","1","32","E","140","D"
"20193","04183102","22","3","1","1156","E","150","D"
"20193","04183102","22","4","1","118","E","160","D"
"20193","04183102","22","5","1","136","E","170","D"
"20193","04183102","22","6","1","126","E","180","D"
"20193","04183102","22","7","1","240","E","190","D"
"20193","04184502","13","0","1","","H","","A"
"20193","04184502","13","1","1","71","E","100","D"
"20193","04184502","13","2","1","14","E","110","D"
"20193","04184502","13","3","1","19","E","120","D"
"20193","04184502","13","4","1","125","E","130","D"
"20193","04184502","13","5","1","4","E","140","D"
"20193","04184502","13","6","1","187","E","150","D"
"20193","04184502","13","7","1","17","E","160","D"
"20193","04184502","13","8","1","16","E","170","D"
"20193","04184502","13","9","1","27","E","180","D"
"20193","04184502","13","10","1","20","E","190","D"
"20193","04184942","64","0","1","","H","","A"
"20193","04184942","64","1","1","83","E","100","D"
"20193","04184942","64","2","1","19","E","110","D"
"20193","04184942","64","3","1","24","E","120","D"
"20193","04184942","64","4","1","147","E","130","D"
"20193","04184942","64","5","1","5","E","140","D"
"20193","04184942","64","6","1","194","E","150","D"
"20193","04184942","64","7","1","43","E","160","D"
"20193","04184942","64","8","1","14","E","170","D"
"20193","04184942","64","9","1","39","E","180","D"
"20193","04184942","64","10","1","28","E","190","D"
"20193","04184942","64","11","1","41","E","210","D"
"20193","04184942","64","12","1","34","E","220","D"
"20193","04186952","42","0","1","","H","","A"
"20193","04186952","42","1","1","26","E","100","D"
"20193","04186952","42","2","1","5","E","110","D"
"20193","04186952","42","3","1","6","E","120","D"
"20193","04186952","42","4","1","1","E","140","D"
"20193","04186952","42","5","1","51","E","150","D"
"20193","04186952","42","6","1","11","E","160","D"
"20193","04186952","42","7","1","3","E","170","D"
"20193","04186952","42","8","1","10","E","180","D"
"20193","04186952","42","9","1","7","E","190","D"
"20193","04187652","44","0","1","","H","","A"
"20193","04187652","44","1","1","12","E","120","D"
"20193","04187652","44","2","1","1","E","140","D"
"20193","04187652","44","3","1","62","E","150","D"
"20193","04187652","44","4","1","10","E","160","D"
"20193","04187652","44","5","1","3","E","170","D"
"20193","04187652","44","6","1","70","E","180","D"
"20193","04187652","44","7","1","7","E","190","D"
"20193","04188642","76","0","1","","H","","A"
"20193","04188642","76","1","1","27","E","120","D"
"20193","04188642","76","2","1","5","E","140","D"
"20193","04188642","76","3","1","226","E","150","D"
"20193","04188642","76","4","1","49","E","160","D"
"20193","04188642","76","5","1","16","E","170","D"
"20193","04188642","76","6","1","45","E","180","D"
"20193","04188642","76","7","1","32","E","190","D"
"20193","04189022","13","0","1","","H","","A"
"20193","04189022","13","1","1","11","E","120","D"
"20193","04189022","13","2","1","6","E","140","D"
"20193","04189022","13","3","1","108","E","150","D"
"20193","04189022","13","4","1","9","E","160","D"
"20193","04189022","13","5","1","9","E","170","D"
"20193","04189022","13","6","1","16","E","180","D"
"20193","04189022","13","7","1","11","E","190","D"
"20193","04190482","41","0","1","","H","","A"
"20193","04190482","41","1","1","23","E","100","D"
"20193","04190482","41","2","1","7","E","110","D"
"20193","04190482","41","3","1","9","E","120","D"
"20193","04190482","41","4","1","48","E","130","D"
"20193","04190482","41","5","1","1","E","140","D"
"20193","04190482","41","6","1","76","E","150","D"
"20193","04190482","41","7","1","12","E","160","D"
"20193","04190482","41","8","1","4","E","170","D"
"20193","04190482","41","9","1","80","E","180","D"
"20193","04190482","41","10","1","8","E","190","D"
"20193","04190482","41","11","1","17","E","210","D"
"20193","04190482","41","12","1","15","E","220","D"
"20193","04192922","41","0","1","","H","","A"
"20193","04192922","41","1","1","85","E","100","D"
"20193","04192922","41","2","1","19","E","110","D"
"20193","04192922","41","3","1","42","E","210","D"
"20193","04192922","41","4","1","34","E","220","D"
"20193","04194382","38","0","1","","H","","A"
"20193","04194382","38","1","1","17","E","120","D"
"20193","04194382","38","2","1","7","E","140","D"
"20193","04194382","38","3","1","138","E","150","D"
"20193","04194382","38","4","1","30","E","160","D"
"20193","04194382","38","5","1","10","E","170","D"
"20193","04194382","38","6","1","28","E","180","D"
"20193","04194382","38","7","1","20","E","190","D"
"20193","04194912","47","0","1","","H","","A"
"20193","04194912","47","1","1","11","E","100","D"
"20193","04194912","47","2","1","2","E","110","D"
"20193","04194912","47","3","1","3","E","120","D"
"20193","04194912","47","4","1","29","E","130","D"
"20193","04194912","47","5","1","32","E","150","D"
"20193","04194912","47","6","1","2","E","160","D"
"20193","04194912","47","7","1","2","E","170","D"
"20193","04194912","47","8","1","4","E","180","D"
"20193","04194912","47","9","1","3","E","190","D"
"20193","04194912","47","10","1","6","E","210","D"
"20193","04194912","47","11","1","6","E","220","D"
"20193","04197062","71","0","1","","H","","A"
"20193","04197062","71","1","1","31","E","100","D"
"20193","04197062","71","2","1","7","E","110","D"
"20193","04197062","71","3","1","14","E","120","D"
"20193","04197062","71","4","1","53","E","130","D"
"20193","04197062","71","5","1","1","E","140","D"
"20193","04197062","71","6","1","73","E","150","D"
"20193","04197062","71","7","1","16","E","160","D"
"20193","04197062","71","8","1","5","E","170","D"
"20193","04197062","71","9","1","15","E","180","D"
"20193","04197062","71","10","1","10","E","190","D"
"20193","04197082","47","0","1","","H","","A"
"20193","04197082","47","1","1","108","E","120","D"
"20193","04197082","47","2","1","17","E","140","D"
"20193","04197082","47","3","1","752","E","150","D"
"20193","04197082","47","4","1","130","E","160","D"
"20193","04197082","47","5","1","43","E","170","D"
"20193","04197082","47","6","1","858","E","180","D"
"20193","04197082","47","7","1","92","E","190","D"
"20193","04197912","23","0","1","","H","","A"
"20193","04197912","23","1","1","143","E","100","D"
"20193","04197912","23","2","1","49","E","110","D"
"20193","04197912","23","3","1","93","E","120","D"
"20193","04197912","23","4","1","12","E","140","D"
"20193","04197912","23","5","1","487","E","150","D"
"20193","04197912","23","6","1","71","E","160","D"
"20193","04197912","23","7","1","24","E","170","D"
"20193","04197912","23","8","1","247","E","180","D"
"20193","04197912","23","9","1","74","E","190","D"
"20193","04199712","46","0","1","","H","","A"
"20193","04199712","46","1","1","14","E","100","D"
"20193","04199712","46","2","1","5","E","110","D"
"20193","04199712","46","3","1","10","E","120","D"
"20193","04199712","46","4","1","1","E","140","D"
"20193","04199712","46","5","1","57","E","150","D"
"20193","04199712","46","6","1","7","E","160","D"
"20193","04199712","46","7","1","2","E","170","D"
"20193","04199712","46","8","1","26","E","180","D"
"20193","04199712","46","9","1","8","E","190","D"
"20193","04199712","46","10","1","14","E","210","D"
"20193","04199712","46","11","1","6","E","220","D"
"20193","04199942","24","0","1","","H","","A"
"20193","04199942","24","1","1","801","D","100","D"
"20193","04199942","24","2","1","240","D","110","D"
"20193","04199942","24","3","1","366","D","120","D"
"20193","04199942","24","4","1","1683","D","130","D"
"20193","04199942","24","5","1","58","D","140","D"
"20193","04199942","24","6","1","2374","D","150","D"
"20193","04199942","24","7","1","254","D","160","D"
"20193","04199942","24","8","1","292","D","170","D"
"20193","04199942","24","9","1","898","D","180","D"
"20193","04199942","24","10","1","359","D","190","D"
"20193","04202622","16","0","1","","H","","A"
"20193","04202622","16","1","1","92","E","100","D"
"20193","04202622","16","2","1","31","E","110","D"
"20193","04202622","16","3","1","59","E","120","D"
"20193","04202622","16","4","1","235","E","130","D"
"20193","04202622","16","5","1","8","E","140","D"
"20193","04202622","16","6","1","310","E","150","D"
"20193","04202622","16","7","1","45","E","160","D"
"20193","04202622","16","8","1","15","E","170","D"
"20193","04202622","16","9","1","158","E","180","D"
"20193","04202622","16","10","1","47","E","190","D"
"20193","04218221","40","0","1","","H","","A"
"20193","04218221","40","1","1","100","E","130","D"
"20193","04221371","35","0","1","","H","","A"
"20193","04221371","35","1","1","1618","E","100","D"
"20193","04221371","35","2","1","338","E","110","D"
"20193","04221371","35","3","1","464","E","120","D"
"20193","04221371","35","4","1","4278","U","130","D"
"20193","04221371","35","5","1","115","E","140","D"
"20193","04221371","35","6","1","4489","E","150","D"
"20193","04221371","35","7","1","408","E","160","D"
"20193","04221371","35","8","1","394","E","170","D"
"20193","04221371","35","9","1","669","E","180","D"
"20193","04221371","35","10","1","483","E","190","D"
"20193","04222971","34","0","1","","H","","A"
"20193","04222971","34","1","1","22","E","120","D"
"20193","04222971","34","2","1","87","E","130","D"
"20193","04222971","34","3","1","2","E","140","D"
"20193","04222971","34","4","1","126","E","150","D"
"20193","04222971","34","5","1","22","E","160","D"
"20193","04222971","34","6","1","7","E","170","D"
"20193","04222971","34","7","1","144","E","180","D"
"20193","04222971","34","8","1","15","E","190","D"
"20193","04229001","37","0","1","","H","","A"
"20193","04229001","37","1","1","100","E","130","D"
"20193","04229261","58","0","1","","H","","A"
"20193","04229261","58","1","1","18","E","120","D"
"20193","04229261","58","2","1","2","E","140","D"
"20193","04229261","58","3","1","110","E","150","D"
"20193","04229261","58","4","1","24","E","160","D"
"20193","04229261","58","5","1","8","E","170","D"
"20193","04229261","58","6","1","22","E","180","D"
"20193","04229261","58","7","1","16","E","190","D"
"20193","04230791","20","0","1","","H","","A"
"20193","04230791","20","1","1","157","E","100","D"
"20193","04230791","20","2","1","36","E","110","D"
"20193","04230791","20","3","1","52","E","120","D"
"20193","04230791","20","4","1","9","E","140","D"
"20193","04230791","20","5","1","366","E","150","D"
"20193","04230791","20","6","1","81","E","160","D"
"20193","04230791","20","7","1","27","E","170","D"
"20193","04230791","20","8","1","75","E","180","D"
"20193","04230791","20","9","1","53","E","190","D"
"20193","04230791","20","10","1","79","E","210","D"
"20193","04230791","20","11","1","65","E","220","D"
"20193","04232811","21","0","1","","H","","A"
"20193","04232811","21","1","1","153","E","100","D"
"20193","04232811","21","2","1","47","E","110","D"
"20193","04232851","37","0","1","","H","","A"
"20193","04232851","37","1","1","24","E","120","D"
"20193","04232851","37","2","1","123","E","130","D"
"20193","04232851","37","3","1","4","E","140","D"
"20193","04232851","37","4","1","179","E","150","D"
"20193","04232851","37","5","1","31","E","160","D"
"20193","04232851","37","6","1","10","E","170","D"
"20193","04232851","37","7","1","204","E","180","D"
"20193","04232851","37","8","1","25","E","190","D"
"20193","04233341","37","0","1","","H","","A"
"20193","04233341","37","1","1","210","E","100","D"
"20193","04233341","37","2","1","51","E","110","D"
"20193","04233341","37","3","1","78","E","120","D"
"20193","04233341","37","4","1","329","E","130","D"
"20193","04233341","37","5","1","13","E","140","D"
"20193","04233341","37","6","1","468","E","150","D"
