"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","LSDNUM","LSDNUM_","LSDCODE","LSDCODE_","MODELYR","MODELYR_","PRCBSNSZ","PRCB_NSZ","NUMPAY","NUMPAY_","PMTMONTH","PMTM_NTH","PAYEXPX","PAYEXPX_","PAYTIME","PAYTIME_","EMPLYEXP","EMPL_EXP","TRADEEXP","TRAD_EXP","DOWNEXP","DOWNEXP_","DNEMPEXP","DNEM_EXP","LSDENDMO","LSDE_DMO","QADPMT1X","QADP_T1X","QADPMT2X","QADP_T2X","QADPMT3X","QADP_T3X","QEXTRA1X","QEXT_A1X","QEXTRA2X","QEXT_A2X","QEXTRA3X","QEXT_A3X","QADDOWNX","QADD_WNX","QADFEEX","QADFEEX_","LSD__AKE","LSDENDYR","LSDE_DYR","PMTYEAR","PMTYEAR_","LSD_MAKE"
"20192","04204271","13","0","1","01","D","105","D","2015","D","","A","36","D","09","D","217","D","3","D","","A","","A","3000","D","","A","","A","217","D","217","D","217","D","","A","","A","","A","3000","D","","A","D","","A","2016","D","TOY"
"20193","04007614","14","0","1","01","D","105","D","2019","D","","A","36","D","07","D","217","D","3","D","","A","1500","D","3000","D","","A","","A","","A","","A","","A","","A","","A","","A","3000","D","","A","D","","A","2019","D","SUB"
"20193","04007654","13","0","5","01","D","105","D","2016","D","","A","36","D","07","D","442","D","3","D","","A","","A","1000","D","","A","","A","442","D","442","D","442","D","","A","","A","","A","1000","D","","A","D","","A","2016","D","KIA"
"20193","04007654","14","0","5","02","D","105","D","2016","D","","A","36","D","07","D","327","D","3","D","","A","","A","1000","D","","A","","A","327","D","327","D","327","D","","A","","A","","A","1000","D","","A","D","","A","2016","D","HYU"
"20193","04007654","15","0","5","03","D","105","D","2016","D","","A","48","D","01","D","364","D","3","D","","A","","A","","A","","A","","A","364","D","364","D","364","D","","A","","A","","A","","A","","A","D","","A","2016","D","CHE"
"20193","04007974","11","0","5","01","D","105","D","2018","D","","A","36","D","02","D","473","D","3","D","","A","","A","6000","D","","A","","A","473","D","473","D","473","D","","A","","A","","A","6000","D","","A","D","","A","2018","D","LEX"
"20193","04009474","11","0","5","01","D","105","D","2017","D","","A","36","D","01","D","369","D","3","D","","A","","A","","A","","A","","A","369","D","369","D","369","D","","A","","A","","A","","A","","A","D","","A","2017","D","JEE"
"20193","04009584","23","0","5","01","D","105","D","2018","D","","A","50","D","03","D","1000","D","3","D","","A","","A","3000","D","","A","","A","1000","D","1000","D","1000","D","100","D","100","D","100","D","3000","D","","A","D","","A","2018","D","AUD"
"20193","04009584","24","0","5","02","D","105","D","2018","D","","A","36","D","11","D","800","D","3","D","","A","26000","D","","A","","A","","A","800","D","800","D","800","D","","A","","A","","A","","A","","A","D","","A","2018","D","BMW"
"20193","04009944","15","0","1","01","D","105","D","2017","D","","A","36","D","07","D","368","D","3","D","","A","","A","3000","D","","A","","A","368","D","368","D","368","D","13","D","13","D","13","D","3000","D","","A","D","","A","2017","D","LEX"
"20193","04010274","13","0","5","01","D","105","D","2016","D","","A","60","D","11","D","460","D","3","D","","A","","A","","A","","A","","A","460","D","460","D","460","D","","A","","A","","A","","A","","A","D","","A","2016","D","GMC"
"20193","04010274","14","0","5","02","D","105","D","2016","D","","A","36","D","08","D","169","D","3","D","","A","","A","","A","","A","","A","169","D","169","D","169","D","","A","","A","","A","","A","","A","D","","A","2016","D","BUI"
"20193","04010294","23","0","5","01","D","105","D","2017","D","","A","36","D","10","D","308","D","3","D","","A","","A","","A","","A","","A","308","D","308","D","308","D","","A","","A","","A","","A","","A","D","","A","2017","D","BUI"
"20193","04010824","15","0","5","01","D","105","D","2017","D","","A","36","D","09","D","263","D","3","D","","A","","A","","C","","A","","A","263","D","263","D","263","D","","A","","A","","A","","B","","A","D","","A","2017","D","SUB"
"20193","04011014","13","0","5","01","D","105","D","2017","D","","A","33","D","11","D","300","D","3","D","","A","","A","2500","D","","A","","A","300","D","300","D","300","D","","A","","A","","A","2500","D","","A","D","","A","2017","D","MAZ"
"20193","04011034","16","0","5","01","D","105","D","2016","D","","A","36","D","02","D","250","D","3","D","","A","","A","1000","D","","A","","A","250","D","250","D","250","D","","A","","A","","A","1000","D","","A","D","","A","2017","D","KIA"
"20193","04011164","25","0","5","01","D","105","D","2019","D","","A","72","D","01","D","767","D","3","D","","A","7000","D","","A","","A","","A","767","D","767","D","767","D","","A","","A","","A","","A","","A","D","","A","2019","D","DOD"
"20193","04011164","26","0","5","02","D","105","D","2018","D","","A","36","D","02","D","443","D","3","D","","A","1700","D","","A","","A","","A","443","D","443","D","443","D","","A","","A","","A","","A","","A","D","","A","2019","D","VOK"
"20193","04011214","52","0","5","01","D","105","D","2017","D","","A","48","D","05","D","544","D","3","D","","A","","A","","A","","A","","A","544","D","544","D","544","D","","A","","A","","A","","A","","A","D","","A","2016","D","HYU"
"20193","04011364","13","0","5","01","D","105","D","2018","D","","A","36","D","09","D","360","D","3","D","","A","","A","","A","","A","","A","360","D","360","D","360","D","","A","","A","","A","","A","","A","D","","A","2017","D","TOY"
"20193","04011364","14","0","5","02","D","105","D","2018","D","","A","36","D","09","D","320","D","3","D","","A","","A","","A","","A","","A","320","D","320","D","320","D","","A","","A","","A","","A","","A","D","","A","2017","D","TOY"
"20193","04011624","9","0","5","01","D","105","D","2009","D","","A","","C","08","F","","C","3","D","","A","","A","","A","","A","","A","395","F","395","F","395","F","","A","","A","","A","","A","","A","D","","A","2016","F","FOR"
"20193","04011974","15","0","5","01","D","105","D","2016","D","","A","36","D","08","D","300","D","3","D","","A","4000","D","2000","D","","A","","A","300","D","300","D","300","D","","A","","A","","A","2000","D","","A","D","","A","2016","D","MAZ"
"20193","04012284","10","0","5","01","D","105","D","2015","D","","A","36","D","08","D","250","D","3","D","","A","","A","","A","","A","04","D","250","D","","A","","A","","A","","A","","A","","A","","A","D","","A","2015","D","HON"
"20193","04012654","17","0","5","01","D","105","D","2018","D","","A","36","D","07","D","335","D","3","D","","A","500","D","1000","D","","A","","A","335","D","335","D","335","D","","A","","A","","A","1000","D","","A","D","","A","2018","D","HON"
"20193","04013594","8","0","5","01","D","105","D","2016","D","","A","72","D","01","D","280","D","3","D","","A","1000","D","","A","","A","","A","280","D","280","D","280","D","","A","","A","","A","","A","","A","D","","A","2017","D","HYU"
"20193","04013824","19","0","5","01","D","105","D","2016","D","","A","39","D","09","D","389","D","3","D","","A","","A","","A","","A","","A","389","D","389","D","389","D","","A","","A","","A","","A","","A","D","","A","2016","D","CHE"
"20193","04013824","20","0","5","02","D","105","D","2018","D","","A","39","D","01","D","359","D","3","D","","A","","A","","A","","A","","A","359","D","359","D","359","D","","A","","A","","A","","A","","A","D","","A","2018","D","CHE"
"20193","04013824","21","0","5","03","D","105","D","2018","D","","A","24","D","07","D","145","D","3","D","","A","","A","3000","D","","A","","A","145","D","145","D","145","D","","A","","A","","A","3000","D","","A","D","","A","2018","D","CHE"
"20193","04013934","12","0","5","01","D","105","D","2016","D","","A","24","D","04","F","1400","D","3","D","","A","","A","","A","","A","04","F","1400","D","1400","D","1400","D","","A","","A","","A","","A","","A","D","","A","2016","D","CHE"
"20193","04014274","19","0","5","01","D","105","D","2017","D","","A","36","D","03","D","268","D","3","D","","A","1000","D","2000","D","","A","","A","268","D","268","D","268","D","","A","","A","","A","2000","D","","A","D","","A","2017","D","VOK"
"20193","04014414","15","0","5","01","D","105","D","2016","D","","A","36","D","11","D","330","D","3","D","","A","","A","","A","","A","06","F","330","D","330","D","330","D","","A","","A","","A","","A","","A","D","","A","2016","D","BUI"
"20193","04014414","16","0","5","02","D","105","D","2016","D","","A","36","D","02","D","335","D","3","D","","A","","A","","A","","A","","A","335","D","335","D","335","D","","A","","A","","A","","A","","A","D","","A","2017","D","HON"
"20193","04014414","17","0","1","03","D","105","D","2019","D","","A","36","D","07","D","400","D","3","D","","A","","A","1000","D","","A","","A","","A","","A","","A","","A","","A","","A","1000","D","","A","D","","A","2019","D","MAZ"
"20193","04014614","30","0","5","01","D","105","D","2017","D","","A","36","D","01","D","397","D","3","D","","A","","A","2000","D","1","D","","A","397","D","397","D","397","D","100","D","100","D","100","D","1999","D","","A","D","","A","2017","D","GMC"
"20193","04014634","14","0","5","01","D","105","D","2016","D","","A","48","D","01","F","380","D","3","D","","A","600","D","","A","","A","","A","380","D","380","D","380","D","","A","","A","","A","","A","","A","D","","A","2016","D","CHE"
"20193","04014634","15","0","1","02","D","105","D","2018","D","","A","72","D","03","D","650","D","3","D","","A","","A","3000","D","","A","","A","650","D","650","D","650","D","","A","","A","","A","3000","D","","A","D","","A","2019","D","JEE"
"20193","04015024","14","0","5","01","D","105","D","2017","D","","A","36","D","03","D","447","D","3","D","","A","","A","","A","","A","","A","447","D","447","D","447","D","","A","","A","","A","","A","","A","D","","A","2017","D","FOR"
"20193","04015024","15","0","5","02","D","105","D","2017","D","","A","36","D","03","D","310","D","3","D","","A","","A","1000","D","","A","","A","310","D","310","D","310","D","","A","","A","","A","1000","D","","A","D","","A","2017","D","LIN"
"20193","04015224","15","0","5","01","D","105","D","2019","D","","A","36","D","05","D","645","D","3","D","","A","","A","","C","","A","","A","645","D","645","D","645","D","","A","","A","","A","","B","","A","D","","A","2018","D","HON"
"20193","04016204","22","0","1","01","D","105","D","2020","D",".10","D","36","D","04","D","425","D","3","D","","A","14000","D","425","D","","A","","A","425","D","425","D","425","D","","A","","A","","A","425","D","","A","D","","A","2019","D","KIA"
"20193","04016724","13","0","5","01","D","105","D","2016","D","","A","24","D","09","D","222","D","3","D","","A","","A","2000","D","","A","06","D","222","D","222","D","222","D","","A","","A","","A","2000","D","","A","D","","A","2017","D","KIA"
"20193","04016724","14","0","1","02","D","105","D","2020","D","","A","36","D","08","D","260","D","3","D","","A","","A","2500","D","","A","","A","","A","","A","","A","","A","","A","","A","2500","D","","A","D","","A","2019","D","KIA"
"20193","04016814","21","0","5","01","D","105","D","2010","D","","A","16","D","09","D","176","D","3","D","","A","","A","","A","","A","","A","176","D","176","D","176","D","39","D","39","D","39","D","","A","","A","D","","A","2018","D","TOY"
"20193","04017054","13","0","5","01","D","105","D","2017","D","","A","60","D","07","D","280","D","3","D","","A","2500","D","","A","","A","04","D","280","D","","A","","A","","A","","A","","A","","A","","A","D","","A","2018","D","JEE"
"20193","04017054","14","0","1","02","D","105","D","2006","D","","A","18","D","06","D","300","D","3","D","","A","","A","750","D","","A","","A","","A","","A","300","D","","A","","A","","A","750","D","","A","D","","A","2019","D","CHE"
"20193","04027944","19","0","5","01","D","105","D","2016","D","","A","36","D","10","D","409","D","3","D","","A","7000","D","","A","","A","","A","409","D","409","D","409","D","","A","","A","","A","","A","","A","D","","A","2016","D","TOY"
"20193","04028034","5","0","5","01","D","105","D","2017","D","","A","30","D","09","D","500","D","3","D","","A","2500","D","2500","D","","A","","A","500","D","500","D","500","D","","A","","A","","A","2500","D","","A","D","","A","2017","D","FOR"
"20193","04028034","6","0","5","02","D","105","D","2018","D","","A","36","D","10","D","500","D","3","D","","A","5000","D","","A","","A","","A","500","D","500","D","500","D","","A","","A","","A","","A","","A","D","","A","2018","D","DOD"
"20193","04028194","15","0","5","01","D","105","D","2018","D","","A","24","D","07","D","350","D","3","D","","A","","A","","A","","A","","A","350","D","350","D","350","D","","A","","A","","A","","A","","A","D","","A","2018","D","DOD"
"20193","04028194","16","0","5","02","D","105","D","2018","D","","A","12","D","08","D","550","D","3","D","","A","","A","","A","","A","05","D","550","D","","A","","A","","A","","A","","A","","A","","A","D","","A","2018","D","DOD"
"20193","04028194","17","0","5","03","D","105","D","2018","D","","A","12","D","08","D","450","D","3","D","","A","","A","","A","","A","07","D","450","D","450","D","450","D","","A","","A","","A","","A","","A","D","","A","2018","D","JEE"
"20193","04028194","18","0","1","04","D","105","D","2020","D","","A","12","D","06","D","500","D","3","D","","A","","A","","A","","A","","A","","A","500","D","500","D","","A","","A","","A","","A","","A","D","","A","2019","D","DOD"
"20193","04028194","19","0","1","05","D","105","D","2020","D","","A","12","D","07","D","400","D","3","D","","A","","A","","A","","A","","A","","A","","A","400","D","","A","","A","","A","","A","","A","D","","A","2019","D","JEE"
"20193","04029034","11","0","5","01","D","105","D","2011","D","","A","36","D","04","D","240","D","3","D","","A","","A","1500","D","","A","","A","240","D","240","D","240","D","","A","","A","","A","1500","D","","A","D","","A","2019","D","BMW"
"20193","04029934","24","0","5","01","D","105","D","2018","D","","A","30","D","06","D","298","D","3","D","","A","","A","3000","D","","A","","A","298","D","298","D","298","D","","A","","A","","A","3000","D","","A","D","","A","2018","D","BMW"
"20193","04030624","16","0","5","01","D","105","D","2018","D","","A","36","D","10","D","297","D","3","D","","A","","A","","A","","A","","A","297","D","297","D","297","D","","A","","A","","A","","A","","A","D","","A","2018","D","NIS"
"20193","04032264","14","0","5","01","D","105","D","2016","D",".50","D","36","D","05","D","600","D","3","D","","A","","A","2000","D","","A","","A","600","D","600","D","600","D","","A","","A","","A","2000","D","","A","D","","A","2017","D","HON"
"20193","04032424","34","0","5","01","D","105","D","2019","D","","A","39","D","04","D","469","D","3","D","","A","","A","","A","","A","","A","469","D","469","D","469","D","","A","","A","","A","","A","","A","D","","A","2019","D","CAD"
"20193","04032444","16","0","5","01","D","105","D","2017","D","","A","36","D","06","D","385","D","3","D","","A","","A","3000","D","","A","","A","385","D","385","D","385","D","","A","","A","","A","3000","D","","A","D","","A","2017","D","MAZ"
"20193","04032634","35","0","5","01","D","105","D","2018","D","","A","36","D","06","D","343","D","3","D","","A","","A","1500","D","","A","","A","343","D","343","D","343","D","","A","","A","","A","1500","D","","A","D","","A","2018","D","KIA"
"20193","04033184","26","0","5","01","D","105","D","2019","D","","A","36","D","11","D","450","D","3","D","","A","","A","","A","","A","","A","450","D","450","D","450","D","","A","","A","","A","","A","","A","D","","A","2018","D","CHE"
"20193","04033394","9","0","5","01","D","105","D","2018","D","","A","","C","09","F","500","D","3","D","","A","","A","","A","","A","","A","500","D","500","D","500","D","","A","","A","","A","","A","","A","D","","A","2018","D","CAD"
"20193","04034174","18","0","5","01","D","105","D","2019","D","","A","36","D","11","D","450","D","3","D","","A","","A","1500","D","","A","","A","450","D","450","D","450","D","","A","","A","","A","1500","D","","A","D","","A","2018","D","MRB"
"20193","04034744","10","0","5","01","D","105","D","2016","D","","A","36","D","05","D","456","D","3","D","","A","","A","1500","D","","A","07","D","456","D","456","D","456","D","","A","","A","","A","1500","D","","A","D","","A","2016","D","SUB"
"20193","04034744","11","0","1","02","D","105","D","2019","D","","A","36","D","07","D","464","D","3","D","","A","","A","","A","","A","","A","","A","","A","464","D","","A","","A","","A","","A","","A","D","","A","2019","D","SUB"
"20193","04034804","30","0","5","01","D","105","D","2016","D","","A","39","D","08","D","586","D","3","D","","A","16000","D","","A","","A","07","D","586","D","586","D","586","D","","A","","A","","A","","A","","A","D","","A","2016","D","CHE"
"20193","04034804","31","0","1","02","D","105","D","2019","D","","A","24","D","07","D","542","D","3","D","","A","","A","","A","","A","","A","","A","","A","542","D","","A","","A","","A","","A","","A","D","","A","2019","D","CHE"
"20193","04034854","13","0","1","01","D","105","D","2019","D","","A","36","D","07","D","400","D","3","D","","A","","A","","A","","A","","A","","A","","A","400","D","","A","","A","","A","","A","","A","D","","A","2019","D","MAZ"
"20193","04035674","22","0","1","01","D","105","D","2019","D","","A","36","D","08","D","538","D","3","D","","A","","A","2000","D","","A","","A","","A","","A","","A","","A","","A","","A","2000","D","","A","D","","A","2019","D","VOV"
"20193","04035854","31","0","5","01","D","105","D","2018","D","","A","36","D","06","D","380","D","3","D","","A","","A","1000","D","","A","","A","380","D","380","D","380","D","","A","","A","","A","1000","D","","A","D","","A","2018","D","BMW"
"20193","04036034","15","0","5","01","D","105","D","2018","D","","A","39","D","02","D","350","D","3","D","","A","","A","2000","D","","A","","A","350","D","350","D","350","D","","A","","A","","A","2000","D","","A","D","","A","2017","D","INF"
"20193","04036184","17","0","5","01","D","105","D","2018","D","","A","36","D","08","D","530","D","3","D","","A","6000","D","2000","D","","A","","A","530","D","530","D","530","D","","A","","A","","A","2000","D","","A","D","","A","2018","D","TOY"
"20193","04036804","14","0","5","01","D","105","D","2018","D","","A","36","D","05","D","187","D","3","D","","A","7500","D","","A","","A","","A","187","D","187","D","187","D","","A","","A","","A","","A","","A","D","","A","2018","D","TOY"
"20193","04036804","15","0","5","02","D","105","D","2018","D","","A","36","D","05","D","325","D","3","D","","A","","A","1800","D","","A","","A","325","D","325","D","325","D","","A","","A","","A","1800","D","","A","D","","A","2018","D","TOY"
"20193","04036984","14","0","5","01","D","105","D","2019","D","","A","24","D","09","D","570","D","3","D","","A","","A","500","D","","A","","A","570","D","570","D","570","D","","A","","A","","A","500","D","","A","D","","A","2018","D","CAD"
"20193","04037224","10","0","5","01","D","105","D","2016","D","","A","39","D","05","D","325","D","3","D","","A","","A","4000","D","","A","07","F","325","D","325","D","325","D","","A","","A","","A","4000","D","","A","D","","A","2016","D","GMC"
"20193","04037324","10","0","5","01","D","105","D","2017","D","","A","38","D","11","D","449","D","3","D","","A","","A","","A","","A","","A","449","D","449","D","449","D","","A","","A","","A","","A","","A","D","","A","2017","D","CHR"
"20193","04037324","11","0","5","02","D","105","D","2018","D","","A","39","D","11","D","253","D","3","D","","A","1000","D","","A","","A","","A","253","D","253","D","253","D","","A","","A","","A","","A","","A","D","","A","2017","D","HYU"
"20193","04037664","13","0","1","01","D","105","D","2019","D","","A","36","D","08","D","365","D","3","D","","A","","A","1000","D","","A","","A","","A","","A","","A","","A","","A","","A","1000","D","","A","D","","A","2019","D","HON"
"20193","04037724","9","0","5","01","D","105","D","2016","D","","A","60","D","03","D","500","D","3","D","","A","","A","","A","","A","","A","500","D","500","D","500","D","","A","","A","","A","","A","","A","D","","A","2016","D","TOY"
"20193","04038204","14","0","5","01","D","105","D","2016","D","","A","48","D","11","D","370","D","3","D","","A","","A","","A","","A","","A","370","D","370","D","370","D","","A","","A","","A","","A","","A","D","","A","2016","D","TOY"
"20193","04040444","19","0","5","01","D","105","D","2018","D","","A","36","D","07","D","500","D","3","D","","A","","A","","A","","A","","A","500","D","500","D","500","D","","A","","A","","A","","A","","A","D","","A","2018","D","TOY"
"20193","04040444","20","0","5","02","D","105","D","2019","D","","A","36","D","06","D","259","D","3","D","","A","","A","","A","","A","","A","259","D","259","D","259","D","","A","","A","","A","","A","","A","D","","A","2019","D","HON"
"20193","04040714","9","0","5","01","D","105","D","2016","D","","A","36","D","12","D","800","D","3","D","","A","","A","","A","","A","","A","800","D","800","D","800","D","","A","","A","","A","","A","","A","D","","A","2016","D","CAD"
"20193","04040784","30","0","5","01","D","105","D","2018","D","","A","36","D","05","D","370","D","3","D","","A","6000","D","","A","","A","","A","370","D","370","D","370","D","","A","","A","","A","","A","","A","D","","A","2018","D","BUI"
"20193","04041104","6","0","1","01","D","105","D","2017","D","","A","36","D","08","D","205","D","3","D","","A","250","D","3000","D","","A","","A","205","D","205","D","205","D","","A","","A","","A","3000","D","","A","D","","A","2017","D","CHE"
"20193","04041334","10","0","5","01","D","105","D","2017","D","","A","36","D","06","D","270","D","3","D","","A","","A","","A","","A","","A","270","D","270","D","270","D","","A","","A","","A","","A","","A","D","","A","2018","D","HON"
"20193","04041334","11","0","5","02","D","105","D","2018","D","","A","24","D","01","D","270","D","3","D","","A","","A","","C","","A","","A","270","D","270","D","270","D","","A","","A","","A","","B","","A","D","","A","2018","D","HON"
"20193","04041424","45","0","5","01","D","105","D","2019","D","","A","36","D","05","D","540","D","3","D","","A","","A","","A","","A","","A","540","D","540","D","540","D","","A","","A","","A","","A","","A","D","","A","2019","D","FOR"
"20193","04042414","22","0","5","01","D","105","D","2014","D","","A","48","D","04","D","179","D","3","D","","A","","A","","A","","A","","A","179","D","179","D","179","D","","A","","A","","A","","A","","A","D","","A","2015","D","DOD"
"20193","04042414","23","0","5","02","D","105","D","2017","D","","A","60","D","02","F","359","D","3","D","","A","","A","","A","","A","","A","359","D","359","D","359","D","","A","","A","","A","","A","","A","D","","A","2017","D","KIA"
"20193","04044314","14","0","5","01","D","105","D","2018","D","","A","36","D","07","D","321","D","3","D","","A","","C","","A","","A","","A","321","D","321","D","321","D","","A","","A","","A","","A","","A","D","","A","2018","D","HYU"
"20193","04044574","19","0","5","01","D","105","D","2018","D","","A","36","D","11","D","345","D","3","D","","A","","A","2500","D","","A","","A","345","D","345","D","345","D","","A","","A","","A","2500","D","","A","D","","A","2018","D","TOY"
"20193","04044684","26","0","5","02","D","105","D","2018","D","","A","24","D","02","D","473","D","3","D","","A","","A","","A","","A","","A","473","D","473","D","473","D","150","D","150","D","150","D","","A","","A","D","","A","2019","D","FOR"
"20193","04044684","27","0","5","03","D","105","D","2019","D","","A","36","D","02","D","473","D","3","D","","A","","A","","A","","A","","A","473","D","473","D","473","D","","A","","A","","A","","A","","A","D","","A","2019","D","FOR"
"20193","04044704","5","0","5","01","D","105","D","2018","D","","A","36","D","03","D","500","D","3","D","","A","","A","3200","D","","A","","A","500","D","500","D","500","D","","A","","A","","A","3200","D","","A","D","","A","2018","D","JEE"
"20193","04045004","23","0","5","01","D","105","D","2015","D","","A","72","D","04","D","245","D","3","D","","A","","A","2500","D","","A","","A","245","D","245","D","245","D","","A","","A","","A","2500","D","","A","D","","A","2019","D","MIT"
"20193","04045104","13","0","5","01","D","105","D","2017","D","","A","36","D","07","D","655","D","3","D","","A","","A","2000","D","","A","","A","655","D","655","D","655","D","","A","","A","","A","2000","D","","A","D","","A","2017","D","TOY"
"20193","04045104","14","0","5","02","D","105","D","2019","D","","A","36","D","11","D","400","D","3","D","","A","","A","490","D","","A","","A","400","D","400","D","400","D","","A","","A","","A","490","D","","A","D","","A","2018","D","HON"
"20193","04045134","29","0","5","01","D","105","D","2018","D","","A","36","D","06","D","390","D","3","D","","A","","A","2000","D","","A","","A","390","D","390","D","390","D","10","D","10","D","10","D","2000","D","","A","D","","A","2018","D","SUB"
"20193","04045954","78","0","5","01","D","105","D","2018","D","","A","36","D","07","D","551","D","3","D","","A","","A","","A","","A","","A","551","D","551","D","551","D","","A","","A","","A","","A","","A","D","","A","2018","D","JEE"
"20193","04046044","28","0","5","01","D","105","D","2017","D","","A","36","D","05","D","281","D","3","D","","A","6000","D","","A","","A","","A","281","D","281","D","281","D","","A","","A","","A","","A","","A","D","","A","2017","D","NIS"
"20193","04046044","29","0","5","02","D","105","D","2018","D","","A","24","D","05","D","386","D","3","D","","A","12000","D","","A","","A","08","D","386","D","386","D","386","D","","A","","A","","A","","A","","A","D","","A","2017","D","CHE"
"20193","04046044","30","0","1","03","D","105","D","2019","D","","A","24","D","09","D","300","D","3","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","D","","A","2019","D","CHE"
"20193","04046304","16","0","5","01","D","105","D","2015","D","","A","48","D","03","D","309","D","3","D","","A","","A","2000","D","","A","","A","309","D","309","D","309","D","","A","","A","","A","2000","D","","A","D","","A","2015","D","KIA"
"20193","04046584","11","0","5","01","D","105","D","2018","D","","A","36","D","12","D","329","D","3","D","","A","","A","","A","","A","","A","329","D","329","D","329","D","","A","","A","","A","","A","","A","D","","A","2018","D","NIS"
"20193","04046584","12","0","5","02","D","105","D","2018","D","","A","36","D","12","D","222","D","3","D","","A","","A","","A","","A","","A","222","D","222","D","222","D","","A","","A","","A","","A","","A","D","","A","2017","D","NIS"
"20193","04046984","22","0","5","01","D","105","D","2018","D","","A","36","D","12","D","486","D","3","D","","A","","A","2000","D","","A","","A","486","D","486","D","486","D","","A","","A","","A","2000","D","","A","D","","A","2017","D","SUB"
"20193","04047004","15","0","5","01","D","105","D","2017","D","","A","36","D","02","D","399","D","3","D","","A","","A","","C","","A","","A","399","D","399","D","399","D","","A","","A","","A","","B","","A","D","","A","2016","D","SUB"
"20193","04047164","16","0","5","01","D","105","D","2017","D","","A","36","D","02","D","250","D","3","D","","A","","A","2000","D","","A","","A","250","D","250","D","250","D","","A","","A","","A","2000","D","","A","D","","A","2017","D","FOR"
"20193","04047164","18","0","5","03","D","105","D","2019","D","","A","36","D","06","D","320","D","3","D","","A","","A","2500","D","","A","","A","320","D","320","D","320","D","","A","","A","","A","2500","D","","A","D","","A","2019","D","FOR"
"20193","04047314","16","0","5","01","D","105","D","2018","D","","A","36","D","01","D","350","D","3","D","","A","","A","","C","","A","","A","350","D","350","D","350","D","","A","","A","","A","","B","","A","D","","A","2019","D","HYU"
"20193","04047444","17","0","5","01","D","105","D","2017","D","","A","39","D","02","D","406","D","3","D","","A","","A","2000","D","","A","","A","406","D","406","D","406","D","","A","","A","","A","2000","D","","A","D","","A","2017","D","CHE"
"20193","04047554","2","0","1","01","D","105","D","2009","D","","A","60","D","10","D","0","D","3","D","","A","10","D","","A","","A","06","D","","A","","A","","A","","A","","A","","A","","A","","A","D","2015","D","2009","D","TOY"
"20193","04047604","10","0","5","01","D","105","D","2017","D","","A","","C","07","F","559","D","3","D","","A","","A","","A","","A","","A","559","D","559","D","559","D","","A","","A","","A","","A","","A","D","","A","2017","D","LEX"
"20193","04048634","11","0","5","01","D","105","D","2018","D","","A","24","D","06","D","250","D","3","D","","A","","A","1500","D","","A","","A","250","D","250","D","250","D","","A","","A","","A","1500","D","","A","D","","A","2018","D","FOR"
"20193","04048754","7","0","5","01","D","105","D","2017","D","","A","48","D","09","D","370","D","3","D","","A","","A","","A","","A","","A","370","D","370","D","370","D","","A","","A","","A","","A","","A","D","","A","2017","D","TOY"
"20193","04069593","8","0","1","01","D","105","D","2016","D","","A","36","D","01","D","220","D","3","D","","A","","A","5000","D","","A","","A","220","D","220","D","220","D","","A","","A","","A","5000","D","","A","D","","A","2016","D","NIS"
"20193","04069813","8","0","5","01","D","105","D","2012","D","","A","21","D","08","D","150","D","3","D","","A","","A","8500","D","","A","","A","150","D","150","D","150","D","","A","","A","","A","8500","D","","A","D","","A","2018","D","HYU"
"20193","04069893","7","0","5","01","D","105","D","2011","D","","A","","C","12","D","250","D","3","D","","A","","A","1000","D","","A","","A","250","D","250","D","250","D","","A","","A","","A","1000","D","","A","D","","A","2018","D","BUI"
"20193","04070403","31","0","5","01","D","105","D","2018","D","","A","36","D","03","D","360","D","3","D","","A","20000","D","","A","","A","","A","360","D","360","D","360","D","","A","","A","","A","","A","","A","D","","A","2018","D","CHE"
"20193","04071113","7","0","5","01","D","105","D","2017","D","","A","","C","11","F","","C","3","D","","A","","A","","C","","A","","A","89","F","89","F","89","F","","A","","A","","A","","B","","A","D","","A","2016","F","KIA"
"20193","04071343","20","0","5","02","D","105","D","2019","D","","A","36","D","02","D","598","D","3","D","","A","","A","5000","D","","A","","A","598","D","598","D","598","D","","A","","A","","A","5000","D","","A","D","","A","2019","D","AUD"
"20193","04071453","14","0","5","01","D","105","D","2018","D","","A","36","D","02","D","240","D","3","D","","A","","A","","A","","A","06","D","240","D","240","D","240","D","","A","","A","","A","","A","","A","D","","A","2018","D","TOY"
"20193","04071453","15","0","5","02","D","105","D","2017","D","","A","36","D","02","D","170","D","3","D","","A","3000","D","","A","","A","04","D","170","D","","A","","A","","A","","A","","A","","A","","A","D","","A","2017","D","HON"
"20193","04071953","15","0","5","02","D","105","D","2019","D","","A","36","D","03","D","231","D","3","D","","A","","A","1000","D","","A","","A","231","D","231","D","231","D","","A","","A","","A","1000","D","","A","D","","A","2019","D","BUI"
"20193","04072253","22","0","5","01","D","105","D","2017","D","","A","36","D","11","D","209","D","3","D","","A","","A","","C","","A","","A","209","D","209","D","209","D","","A","","A","","A","","B","","A","D","","A","2017","D","HON"
"20193","04072373","21","0","5","01","D","105","D","2017","D","","A","39","D","09","D","380","D","3","D","","A","","A","","A","","A","","A","380","D","380","D","380","D","","A","","A","","A","","A","","A","D","","A","2017","D","CHE"
