gender;age;bundesland;w1_dte;w1_q1;w1_q2_level1;w1_q2_level2;w1_q2_level3;w1_q3;w1_q4;w1_q5x1;w1_q5x2;w1_q5x3;w1_q5x4;w1_q5x5;w1_q6;w1_q7;w1_q8x1;w1_q8x2;w1_q8x3;w1_q8x4;w1_q10x1;w1_q10x2;w1_q10x3;w1_q10x4;w1_q10x5;w1_q10x6;w1_q12;w1_q13;w1_q14;w1_q16;w1_q17x1;w1_q17x2;w1_q17x3;w1_q17x4;w1_q17x5;w1_q19x1;w1_q19x2;w1_q19x3;w1_q19x4;w1_q19x5;w1_q19x6;w1_q19x7;w1_q19x8;w1_q20;w1_q21;w1_q23;w1_q24;w1_sd3;w1_sd5r;w1_sd6;w1_sd7;w1_sd8;w1_sd9;w1_sd10;w1_sd12;w1_sd15r;w1_sd16;w1_sd17;w1_sd21r;w1_jw;popnum
Female;40;Styria;94;2;immigration;asylum/refugees;asylum / admission of refugees;88;4;1;2;2;3;1;3;4;3;2;3;4;1;3;4;3;1;5;5;2;1;2;5;2;2;3;3;2;1;5;88;3;1;1;5;FALSE;88;10;FPÖ;yes;Austria;primary school/secondary education first stage;2,100 up to 2,250;other training;NA;NA;NA;none;never;no;NA;no;10.000-
Male;40;Tyrol;90;1;welfare state;welfare state (gen.);poverty (general);2;5;1;5;88;5;1;4;4;2;2;4;3;1;5;5;1;1;5;5;2;2;NA;5;5;1;5;5;2;1;5;2;5;1;1;1;TRUE;2;9;SPÖ;yes;Austria;Magister/Master;450 up to 600;other;NA;NA;NA;Roman-Catholic church;less often;no;NA;no;50.000-
Male;75;Lower Austria;97;2;not classifiable;not classifiable;not classifiable;2;3;2;3;1;5;1;2;3;2;2;2;2;1;4;3;5;2;1;2;1;NA;1;5;5;2;1;4;5;5;2;5;4;4;99;2;TRUE;2;10;SPÖ;yes;Austria;university-related college ;3,900 and more;retired;NA;NA;public official;Roman-Catholic church;less often;yes;2;no;2.500-
Male;22;Lower Austria;94;2;economy;job market/unemployment;unemployment (general);3;3;5;1;4;4;4;2;3;1;1;1;3;1;5;5;4;1;5;8;1;NA;3;4;2;3;99;4;4;4;4;4;4;4;3;5;FALSE;3;6;other;yes;Austria;vocational training/school;1,500 up to 1,650 ;employed;employed, more than 35h weekly;2;NA;Roman-Catholic church;only on special holidays;no;NA;no;<2.500
Male;35;Styria;76;2;economy;job market/unemployment;unemployment (general);2;3;2;2;3;3;2;2;4;3;2;1;2;1;4;3;3;1;4;7;1;NA;2;5;2;3;1;4;3;3;4;3;3;4;2;2;FALSE;3;10;ÖVP;yes;Austria;BHS with diploma ;3,900 and more;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;never;no;2;no;5.000-
Male;66;Upper Austria;129;1;education and culture;education general;education / education policy (general);2;3;1;4;4;2;1;2;3;2;2;2;2;1;2;3;4;3;1;3;1;NA;1;3;3;3;2;5;2;2;3;3;5;3;3;3;TRUE;2;10;SPÖ;yes;Austria;vocational training/school;1,350 up to 1,500;retired;NA;NA;employee;Roman-Catholic church;once a week;no;2;no;<2.500
Female;60;Lower Austria;102;3;immigration;integration of foreigners;integration of immigrants (general);3;3;1;1;3;3;1;2;2;1;1;1;1;1;5;5;3;1;5;88;1;NA;2;1;1;1;1;5;88;2;4;2;5;1;1;5;FALSE;88;10;FPÖ;yes;Austria;primary school/secondary education first stage;1,650 up to 1,800;retired;NA;NA;blue-collar worker;Roman-Catholic church;less often;no;2;no;2.500-
Male;25;Styria;100;1;immigration;immigration general;immigration / immigrants / foreigners (general);2;3;1;3;2;5;2;2;4;1;1;1;1;1;4;5;5;1;5;7;2;2;NA;4;1;1;2;2;5;3;3;2;4;2;1;3;TRUE;2;10;ÖVP;yes;Austria;Magister/Master;1,350 up to 1,500;a homemaker;NA;NA;NA;Roman-Catholic church;only on special holidays;no;NA;no;<2.500
Female;26;Upper Austria;93;3;immigration;asylum/refugees;asylum / admission of refugees;5;3;2;3;3;2;2;3;3;2;2;2;4;1;5;5;1;1;5;10;2;1;2;1;2;1;2;3;2;2;3;1;2;1;2;2;TRUE;2;10;FPÖ;yes;Austria;vocational training/school;3,300 up to 3,600;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;less often;no;NA;no;5.000-
Female;53;Styria;76;3;don't know;don't know;don't know;2;3;4;4;4;4;1;3;3;1;1;1;3;1;4;4;4;2;88;5;1;NA;2;2;2;2;2;4;4;2;4;2;4;1;2;3;FALSE;88;10;SPÖ;yes;Austria;vocational middle school ;900 up to 1,050;employed;employed,15 - 35h weekly;2;NA;Roman-Catholic church;at least once a month;no;3;no;<2.500
Female;44;Lower Austria;116;2;economy;economy (gen.);economic policy (general);2;3;88;3;88;3;88;2;88;2;3;2;2;2;2;2;4;3;88;4;1;NA;2;3;4;4;3;3;3;4;2;4;4;3;3;3;FALSE;3;10;ÖVP;yes;Austria;Magister/Master;refused;employed;employed,15 - 35h weekly;1;NA;refused;never;no;NA;no;NA
Male;20;Burgenland;93;2;immigration;integration of foreigners;integration of immigrants (general);3;3;1;5;2;4;3;2;2;3;3;2;2;4;2;3;4;3;3;3;2;1;2;5;3;4;1;3;2;4;2;4;5;3;4;2;TRUE;2;10;other;yes;Austria;AHS with diploma;1,950 up to 2,100;a student at university;NA;NA;NA;Roman-Catholic church;never;no;2;no;<2.500
Female;37;Upper Austria;104;2;immigration;asylum/refugees;asylum / admission of refugees;3;3;1;1;2;4;1;2;4;2;2;1;3;1;5;5;1;1;5;6;1;NA;2;1;1;1;1;3;88;2;4;3;3;1;3;2;FALSE;3;10;FPÖ;yes;Austria;vocational training/school;2,400 up to 2,700;employed;employed,15 - 35h weekly;1;NA;Roman-Catholic church;at least once a month;yes;NA;no;<2.500
Male;57;Vienna;88;2;reform of institutions;political system/governmental system;calling early elections;3;3;2;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;NA;2;2;2;2;2;2;2;2;2;2;1;2;2;1;FALSE;3;10;ÖVP;yes;Austria;BHS with diploma ;don't know;retired;NA;NA;public official;Roman-Catholic church;at least once a month;yes;2;no;1M.+
Female;23;Lower Austria;123;3;education and culture;education general;education / education policy (general);3;2;1;3;5;5;1;4;3;2;2;2;2;3;3;1;5;1;88;4;1;NA;88;5;5;5;1;3;5;1;5;1;4;1;88;2;TRUE;2;10;Greens;yes;Austria;Bachelor;don't know;employed;employed,15 - 35h weekly;1;NA;Protestant church;never;yes;3;no;5.000-
Female;53;Upper Austria;102;3;immigration;asylum/refugees;asylum / admission of refugees;4;4;3;1;1;4;1;4;4;1;2;2;88;2;2;5;1;1;5;8;2;2;NA;1;1;1;1;4;2;3;4;88;1;1;88;88;FALSE;3;10;FPÖ;yes;Austria;vocational training/school;1,200 up to 1,350;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;only on special holidays;no;2;no;5.000-
Male;56;Lower Austria;96;3;education and culture;education general;education / education policy (general);3;3;1;4;3;3;1;2;4;1;1;1;4;1;3;3;3;2;4;6;2;2;NA;3;1;2;2;2;1;2;3;2;2;1;1;1;FALSE;3;8;other;yes;Austria;BHS with diploma ;2,250 up to 2,400;unemployed or seeking for work;NA;NA;blue-collar worker;none;less often;yes;NA;no;<2.500
Male;63;Styria;125;2;education and culture;school;schools / school infrastructure (general);2;2;2;4;2;3;2;2;4;2;1;1;4;1;3;3;4;1;5;5;2;1;3;2;2;2;3;3;1;3;4;3;2;3;2;2;FALSE;3;10;ÖVP;yes;Austria;AHS with diploma;3,300 up to 3,600;retired;NA;NA;employee;Roman-Catholic church;less often;no;NA;no;2.500-
Male;38;Upper Austria;80;1;welfare state;welfare state (gen.);social policy / welfare state (general);1;1;1;4;1;5;1;1;1;2;2;2;3;3;3;2;5;5;5;3;1;NA;2;5;5;5;1;5;4;3;3;5;5;5;5;1;FALSE;4;10;SPÖ;yes;Austria;Magister/Master;3,600 up to 3,900;employed;employed, more than 35h weekly;1;NA;none;less often;yes;2;no;2.500-
Female;30;Lower Austria;94;3;reform of institutions;political system/governmental system;calling early elections;2;3;3;1;3;2;4;3;3;2;2;2;4;2;4;5;4;2;5;5;2;1;NA;5;2;3;3;4;1;3;4;3;3;1;2;2;FALSE;88;10;ÖVP;yes;Austria;vocational training/school;2,250 up to 2,400;employed;employed,15 - 35h weekly;1;NA;Roman-Catholic church;only on special holidays;no;NA;no;<2.500
Female;45;Styria;86;3;economy;job market/unemployment;unemployment (general);3;3;2;2;1;4;2;2;2;1;1;2;2;1;2;4;1;1;4;8;2;1;3;2;1;2;2;4;3;3;2;2;2;2;3;3;TRUE;2;10;FPÖ;yes;Austria;primary school/secondary education first stage;1.050 up to 1,200;employed;employed, more than 35h weekly;2;NA;Roman-Catholic church;at least once a month;no;4;no;5.000-
Male;45;Salzburg;76;3;reform of institutions;political system/governmental system;reference to another land;2;3;3;2;3;1;2;3;4;2;2;2;3;1;4;3;2;1;5;5;2;2;NA;2;1;1;1;4;3;4;4;3;2;1;2;3;TRUE;2;10;FPÖ;yes;Austria;vocational training/school;2,700 up to 3,000;employed;employed, more than 35h weekly;4;NA;Roman-Catholic church;at least once a month;no;3;no;2.500-
Female;93;Styria;100;1;don't know;don't know;don't know;3;2;2;1;4;4;1;2;3;2;1;2;2;1;4;5;5;2;5;7;1;NA;2;5;2;1;2;2;5;4;5;2;2;3;2;3;FALSE;3;10;ÖVP;yes;Bosnia, Croatia, Serbia, Former Yugoslavia;Doctorate/PhD;2,400 up to 2,700;retired;NA;NA;self-employed with employees;Roman-Catholic church;once a week;no;1;no;2.500-
Male;20;Carinthia;90;2;reform of institutions;political system/governmental system;calling early elections;2;2;3;2;3;2;4;2;4;2;1;2;2;2;3;3;4;4;4;4;2;1;3;4;4;4;2;3;3;3;4;1;2;1;3;4;TRUE;2;10;ÖVP;yes;Austria;BHS with diploma ;3,000 up to 3,300;employed;employed,15 - 35h weekly;1;NA;Roman-Catholic church;never;no;NA;no;50.000-
Female;65;Styria;129;2;security;terrorism;terrorism (general);4;3;1;1;4;3;1;2;4;1;1;1;1;1;5;5;1;1;5;5;2;1;2;4;1;2;1;3;3;2;4;3;3;1;2;99;FALSE;1;10;FPÖ;yes;Austria;primary school/secondary education first stage;1,200 up to 1,350;retired;NA;NA;farmer;Roman-Catholic church;less often;no;1;no;5.000-
Female;68;Vienna;130;2;welfare state;welfare state (gen.);social policy / welfare state (general);2;3;1;3;1;4;1;2;4;2;2;1;3;1;2;99;99;3;4;3;1;NA;2;4;2;2;1;3;3;2;3;4;2;4;2;2;FALSE;4;10;SPÖ;yes;Austria;elementary school or less;1,650 up to 1,800;retired;NA;NA;employee;Protestant church;once a week;no;1;no;1M.+
Female;80;Lower Austria;102;1;reform of institutions;political system/governmental system;performance / efficiency in politics;3;3;1;1;1;4;1;1;2;1;1;1;1;1;1;1;5;4;88;5;2;2;NA;1;1;5;1;4;4;4;1;1;4;2;3;1;FALSE;4;10;FPÖ;yes;Austria;AHS with diploma;3,900 and more;retired;NA;NA;public official;none;never;no;2;no;5.000-
Female;67;Styria;116;2;immigration;integration of foreigners;integration of immigrants (general);3;3;1;1;3;1;1;3;4;1;1;1;2;1;3;5;3;2;5;5;1;NA;2;1;1;1;1;5;1;1;5;1;1;1;1;4;FALSE;3;10;ÖVP;yes;Austria;primary school/secondary education first stage;don't know;retired;NA;NA;don't know;Roman-Catholic church;at least once a month;no;2;no;2.500-
Female;42;Styria;79;3;don't know;don't know;don't know;3;2;1;2;1;3;1;3;3;1;1;1;1;1;2;4;2;3;5;9;1;NA;2;1;1;1;1;5;1;2;4;1;3;1;3;2;FALSE;88;4;FPÖ;yes;Austria;AHS with diploma;3,900 and more;employed;employed, more than 35h weekly;5;NA;Roman-Catholic church;less often;no;2;no;2.500-
Female;81;Lower Austria;123;3;don't know;don't know;don't know;4;3;2;4;1;2;4;2;3;1;1;1;2;1;3;2;2;4;88;88;1;NA;1;3;2;2;2;2;88;88;2;2;88;2;4;4;FALSE;88;10;ÖVP;yes;Austria;primary school/secondary education first stage;don't know;retired;NA;NA;farmer;Roman-Catholic church;once a week;no;1;no;<2.500
Male;31;Vorarlberg;75;2;immigration;asylum/refugees;asylum / admission of refugees;3;2;3;3;2;5;1;4;4;1;1;1;3;1;4;4;3;2;5;5;1;NA;2;1;1;4;1;3;1;88;1;5;1;5;5;1;TRUE;2;10;FPÖ;yes;Austria;vocational training/school;2,700 up to 3,000;employed;employed, more than 35h weekly;1;NA;none;only on special holidays;yes;1;no;<2.500
Female;18;Upper Austria;109;2;ideology;party ideology;right-wing / nationalist;88;3;1;5;3;3;2;2;88;1;1;1;1;3;1;1;5;4;88;2;1;NA;2;5;88;4;1;5;88;3;4;2;4;3;3;4;FALSE;3;10;Greens;yes;Austria;primary school/secondary education first stage;3,900 and more;a student at school;NA;NA;NA;Roman-Catholic church;less often;no;NA;yes;2.500-
Male;78;Styria;88;3;don't know;don't know;don't know;3;3;1;3;1;3;1;2;4;1;1;1;4;1;1;5;5;1;5;5;1;NA;2;3;1;3;1;5;2;3;4;1;3;1;3;3;FALSE;3;10;FPÖ;yes;Austria;BHS with diploma ;refused;retired;NA;NA;blue-collar worker;Roman-Catholic church;at least once a month;no;2;no;50.000-
Male;73;Vienna;94;1;immigration;immigration general;immigration / immigrants / foreigners (general);1;2;1;1;5;1;88;2;4;2;3;1;1;1;5;5;1;1;5;7;1;NA;2;2;1;1;1;4;1;1;4;1;1;1;2;1;FALSE;3;10;FPÖ;yes;Austria;primary school/secondary education first stage;3,900 and more;retired;NA;NA;employee;none;never;no;2;no;1M.+
Male;78;Lower Austria;101;3;don't know;don't know;don't know;2;3;1;1;3;1;5;2;1;1;1;1;2;1;2;4;1;5;5;5;1;NA;1;1;5;1;1;5;1;5;3;1;5;1;5;1;FALSE;3;10;ÖVP;yes;Austria;elementary school or less;1,200 up to 1,350;retired;NA;NA;self-employed without employees;Roman-Catholic church;once a week;yes;2;no;2.500-
Female;68;Vienna;109;2;Europe;EU: general;European integration (general);5;5;3;1;4;3;1;3;3;2;2;1;3;1;4;5;3;1;5;6;1;NA;2;3;1;3;3;3;2;2;5;1;3;1;2;1;TRUE;2;10;ÖVP;yes;Austria;vocational training/school;900 up to 1,050;retired;NA;NA;employee;Roman-Catholic church;never;no;NA;no;1M.+
Female;19;Styria;92;2;refused;refused;refused;99;3;1;1;1;1;1;3;3;1;1;1;1;1;1;1;1;1;1;5;88;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;FALSE;99;4;Greens;yes;Austria;AHS with diploma;1,350 up to 1,500;a student at university;NA;NA;NA;other;never;don't know;NA;yes;NA
Male;42;Vienna;117;1;immigration;integration of foreigners;integration of immigrants (general);4;3;3;1;4;4;4;1;4;1;1;1;2;1;1;1;4;3;88;7;2;2;NA;4;1;2;2;5;3;1;4;1;4;1;1;1;FALSE;3;10;FPÖ;yes;Bosnia, Croatia, Serbia, Former Yugoslavia;vocational training/school;2,700 up to 3,000;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;less often;yes;NA;no;1M.+
Female;77;Styria;129;1;immigration;immigration general;immigration / immigrants / foreigners (general);88;4;1;2;3;3;1;3;4;1;1;1;4;1;5;5;2;1;5;5;2;1;1;1;1;1;1;5;2;1;4;2;2;1;3;1;FALSE;1;10;FPÖ;yes;Austria;primary school/secondary education first stage;750 up to 900;retired;NA;NA;don't know;none;never;no;1;no;5.000-
Male;59;Upper Austria;103;3;immigration;asylum/refugees;asylum / admission of refugees;2;3;1;3;1;3;1;2;2;2;2;2;2;1;88;3;5;2;4;5;1;NA;2;5;1;2;1;2;1;5;2;5;5;4;5;1;FALSE;3;10;ÖVP;yes;Austria;vocational training/school;3,000 up to 3,300;employed;employed, more than 35h weekly;8;NA;Roman-Catholic church;once a week;no;6;no;2.500-
Female;50;Vienna;118;1;economy;economy (gen.);economic policy (general);2;3;3;1;3;3;5;1;1;1;1;1;1;99;2;1;5;5;3;3;1;NA;1;5;5;5;1;5;5;5;3;5;5;5;3;5;TRUE;2;10;SPÖ;yes;Austria;College;3,900 and more;employed;employed, more than 35h weekly;6;NA;Protestant church;at least once a month;no;2;no;1M.+
Female;17;Styria;101;2;immigration;asylum/refugees;asylum / admission of refugees;88;3;1;5;2;5;1;2;2;3;3;4;3;1;1;1;5;2;4;2;2;1;3;5;5;5;1;1;5;3;5;5;5;1;3;1;FALSE;3;10;Greens;yes;Austria;primary school/secondary education first stage;below 450;a student at school;NA;NA;NA;Protestant church;never;no;NA;yes;10.000-
Male;19;Vienna;104;1;immigration;asylum/refugees;asylum / admission of refugees;4;2;1;1;5;3;4;2;2;1;1;1;2;1;3;4;1;1;3;5;1;NA;2;1;1;1;3;1;5;3;4;3;2;3;2;2;TRUE;2;10;SPÖ;yes;Austria;BHS with diploma ;3,900 and more;a student at university;NA;NA;NA;Roman-Catholic church;never;no;NA;yes;1M.+
Female;48;Salzburg;86;2;reform of institutions;political system/governmental system;calling early elections;3;1;1;3;2;4;2;1;2;2;2;1;1;1;2;2;4;4;2;5;1;NA;2;2;4;5;2;3;4;3;2;5;5;4;3;2;TRUE;2;10;Greens;yes;Austria;BHS with diploma ;3,900 and more;employed;employed,15 - 35h weekly;1;NA;Protestant church;at least once a month;no;4;no;50.000-
Female;52;Lower Austria;97;2;security;fight against crime (gen.);crime (general);2;3;3;2;2;3;2;2;3;1;1;1;3;2;3;3;3;2;4;5;1;NA;2;3;1;3;2;4;2;2;3;4;4;3;4;2;FALSE;3;10;ÖVP;yes;Austria;vocational middle school ;3,600 up to 3,900;employed;employed,15 - 35h weekly;3;NA;Roman-Catholic church;refused;yes;NA;no;10.000-
Male;79;Salzburg;125;1;refused;refused;refused;2;3;1;88;99;3;99;2;2;2;1;1;2;1;88;2;3;2;88;7;1;NA;3;3;1;1;1;2;88;2;2;3;2;4;88;88;FALSE;3;10;ÖVP;yes;Austria;primary school/secondary education first stage;refused;retired;NA;NA;self-employed with employees;Roman-Catholic church;only on special holidays;no;1;no;10.000-
Male;22;Styria;96;1;reform of institutions;political system/governmental system;calling early elections;2;4;2;4;2;3;3;2;3;4;88;3;2;2;3;5;3;4;5;4;1;NA;2;5;5;5;2;4;2;4;3;3;4;4;88;4;TRUE;2;10;other;yes;Austria;primary school/secondary education first stage;2,400 up to 2,700;a student at school;NA;NA;NA;Roman-Catholic church;less often;yes;NA;no;2.500-
Male;64;Vorarlberg;117;1;immigration;asylum/refugees;asylum / admission of refugees;2;3;2;3;2;4;3;2;2;3;3;2;3;1;2;3;4;3;4;2;1;NA;3;3;3;2;3;4;3;3;3;3;3;3;2;3;TRUE;2;10;SPÖ;yes;Austria;Magister/Master;3,900 and more;retired;NA;NA;public official;none;never;no;NA;no;10.000-
Female;28;Styria;90;3;immigration;immigration general;immigration / immigrants / foreigners (general);4;2;3;2;3;3;2;2;3;2;2;2;2;1;4;3;3;2;5;4;1;NA;3;3;2;3;3;4;5;3;4;2;3;3;3;3;FALSE;1;9;ÖVP;yes;Austria;BHS with diploma ;2,250 up to 2,400;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;only on special holidays;no;NA;no;2.500-
Male;19;Styria;75;1;immigration;immigration general;immigration / immigrants / foreigners (general);1;2;1;4;2;5;1;1;2;1;3;2;1;3;2;2;4;5;1;3;1;NA;2;3;2;4;1;1;5;5;1;5;4;5;5;3;TRUE;2;10;SPÖ;yes;Austria;primary school/secondary education first stage;don't know;a student at school;NA;NA;NA;Roman-Catholic church;only on special holidays;no;4;no;5.000-
Female;18;Upper Austria;111;3;reform of institutions;political system/governmental system;calling early elections;3;3;1;3;3;4;1;3;4;1;2;2;3;2;1;1;4;4;2;2;2;1;3;5;4;5;3;3;4;2;4;3;4;1;2;3;FALSE;3;10;Greens;yes;Austria;AHS with diploma;1,950 up to 2,100;a student at school;NA;NA;NA;none;never;no;NA;yes;5.000-
Female;55;Styria;124;3;security;fight against crime (gen.);crime (general);5;3;1;1;1;1;1;3;4;1;1;1;2;1;4;4;3;1;5;5;2;1;3;1;1;2;2;5;2;2;5;3;5;2;1;1;FALSE;3;8;ÖVP;yes;Austria;university-related college ;2,700 up to 3,000;retired;NA;NA;employee;Roman-Catholic church;less often;no;2;no;NA
Male;29;Burgenland;96;2;not classifiable;not classifiable;not classifiable;4;4;2;2;3;3;1;4;4;2;3;1;4;1;5;5;1;2;5;8;1;NA;1;4;3;1;4;4;2;2;3;3;3;1;1;5;FALSE;88;10;FPÖ;yes;Austria;vocational training/school;1,650 up to 1,800;employed;employed, more than 35h weekly;2;NA;Protestant church;less often;no;NA;no;5.000-
Female;23;Vienna;125;2;security;terrorism;terrorism (general);3;1;3;3;2;88;2;2;4;2;3;2;3;1;3;88;4;2;5;6;2;1;3;4;2;3;5;2;2;3;4;2;5;1;88;2;FALSE;3;10;ÖVP;yes;Austria;AHS with diploma;3,600 up to 3,900;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;never;no;NA;no;1M.+
Female;64;Styria;80;3;don't know;don't know;don't know;2;3;1;3;1;2;4;1;2;1;1;1;2;1;3;2;4;3;88;4;1;NA;2;4;1;4;1;4;2;2;1;1;1;1;1;2;FALSE;3;10;ÖVP;yes;Austria;vocational training/school;750 up to 900;retired;NA;NA;employee;Roman-Catholic church;once a week;no;1;no;5.000-
Male;63;Lower Austria;131;2;reform of institutions;political system/governmental system;calling early elections;3;4;1;3;2;2;1;2;3;1;1;1;1;1;2;2;5;3;5;5;1;NA;2;2;2;5;1;3;3;3;2;3;5;5;2;3;FALSE;3;10;ÖVP;yes;Austria;vocational training/school;3,000 up to 3,300;retired;NA;NA;blue-collar worker;Roman-Catholic church;once a week;no;2;no;<2.500
Male;56;Styria;116;1;immigration;asylum/refugees;asylum / admission of refugees;2;4;2;3;4;3;2;3;4;1;1;1;3;1;5;5;2;1;5;5;1;NA;1;4;2;1;2;5;1;2;5;3;3;2;3;1;TRUE;2;10;SPÖ;yes;Austria;vocational training/school;3,600 up to 3,900;employed;employed, more than 35h weekly;3;NA;Roman-Catholic church;at least once a month;yes;NA;no;2.500-
Female;20;Styria;73;1;welfare state;welfare state (gen.);social policy / welfare state (general);4;3;1;5;2;5;1;3;3;2;4;4;2;3;2;1;5;4;1;0;1;NA;1;3;5;5;3;4;2;1;4;4;5;3;4;2;TRUE;2;10;other;yes;Austria;polytechnic institute;don't know;unemployed or seeking for work;NA;NA;employee;none;never;no;4;no;1M.+
Male;48;Styria;90;2;immigration;asylum/refugees;asylum / admission of refugees;2;3;1;3;3;4;1;2;3;2;3;2;2;1;3;3;3;3;3;5;2;2;NA;4;3;3;3;3;4;3;4;3;3;3;3;3;FALSE;3;10;ÖVP;yes;Austria;BHS with diploma ;2,700 up to 3,000;employed;employed, more than 35h weekly;1;NA;none;never;yes;NA;no;5.000-
Female;88;Upper Austria;74;1;immigration;immigration general;immigration / immigrants / foreigners (general);2;3;3;5;1;1;2;1;88;2;2;2;3;1;5;5;1;1;5;5;1;NA;3;3;1;1;2;4;1;4;3;5;1;5;5;5;FALSE;3;9;SPÖ;yes;Austria;vocational middle school ;1,200 up to 1,350;a homemaker;NA;NA;NA;Roman-Catholic church;only on special holidays;no;1;no;NA
Female;21;Vienna;111;1;society;partnership and sexual orientation;same-sex marriage;88;3;1;3;1;5;2;2;3;2;3;3;2;2;1;1;5;4;1;1;2;1;2;5;4;5;1;5;4;2;3;4;1;4;2;1;FALSE;3;10;SPÖ;yes;Austria;vocational middle school ;1,500 up to 1,650 ;employed;employed, more than 35h weekly;4;NA;none;never;no;NA;no;1M.+
Female;63;Styria;117;2;immigration;immigration general;immigration / immigrants / foreigners (general);5;4;3;2;3;1;1;2;3;2;2;2;3;1;3;3;3;2;5;5;2;1;2;3;2;2;1;3;2;3;3;2;3;2;2;3;TRUE;2;10;ÖVP;yes;Austria;BHS with diploma ;3,300 up to 3,600;employed;employed, more than 35h weekly;6;NA;Roman-Catholic church;less often;no;NA;no;10.000-
Female;25;Styria;96;2;education and culture;university and college;universities / technical colleges / higher education (general);2;3;2;4;3;3;1;2;3;2;2;2;2;2;3;3;4;2;4;5;2;1;3;2;2;4;1;3;2;3;3;4;2;3;3;1;TRUE;2;10;NEOS;yes;Austria;Magister/Master;900 up to 1,050;unemployed or seeking for work;NA;NA;don't know;Roman-Catholic church;only on special holidays;no;3;no;10.000-
Male;30;Salzburg;129;3;immigration;asylum/refugees;asylum / admission of refugees;2;2;1;3;3;5;2;2;3;2;1;1;2;3;3;3;5;4;3;6;2;1;3;3;2;4;2;4;2;3;3;3;2;1;4;1;FALSE;3;10;ÖVP;yes;Germany;Magister/Master;1,800 up to 1,950;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;at least once a month;no;1;no;10.000-
Male;61;Burgenland;95;3;don't know;don't know;don't know;3;2;2;3;4;4;3;2;3;1;2;2;3;1;4;4;4;3;88;7;1;NA;3;3;2;2;2;4;4;3;3;3;2;3;4;4;FALSE;3;7;ÖVP;yes;Austria;BHS with diploma ;3,000 up to 3,300;employed;employed, more than 35h weekly;6;NA;Protestant church;never;no;2;no;2.500-
Male;57;Vienna;95;2;reform of institutions;political system/governmental system;calling early elections;2;3;2;4;3;4;1;2;2;1;1;1;3;1;4;3;4;2;88;6;1;NA;2;4;2;2;2;4;3;2;4;3;2;2;4;2;FALSE;3;10;SPÖ;yes;Austria;vocational middle school ;1,800 up to 1,950;retired;NA;NA;public official;Roman-Catholic church;less often;yes;1;no;1M.+
Female;32;Lower Austria;101;2;reform of institutions;political system/governmental system;calling early elections;3;3;2;5;4;4;88;2;2;2;3;3;2;4;1;1;5;5;99;3;1;NA;2;5;5;5;4;5;88;4;4;88;5;2;88;4;FALSE;1;10;SPÖ;yes;Austria;Bachelor;1.050 up to 1,200;employed;employed,15 - 35h weekly;1;NA;none;never;yes;1;no;5.000-
Female;17;Vienna;95;3;society;partnership and sexual orientation;same-sex marriage;3;3;1;88;3;4;2;3;2;2;1;1;1;2;4;3;5;5;88;3;2;2;NA;5;3;4;3;4;3;5;4;4;3;2;4;88;FALSE;3;10;Greens;yes;Austria;primary school/secondary education first stage;don't know;a student at school;NA;NA;NA;Protestant church;never;no;NA;yes;1M.+
Male;74;Upper Austria;96;2;immigration;asylum/refugees;asylum / admission of refugees;3;3;1;1;1;1;1;2;4;1;1;1;4;1;5;5;3;1;5;99;2;1;3;5;4;1;5;5;1;1;4;1;5;1;1;1;FALSE;88;10;FPÖ;yes;Austria;vocational training/school;1,650 up to 1,800;retired;NA;NA;blue-collar worker;Roman-Catholic church;less often;no;1;no;10.000-
Male;59;Salzburg;88;1;immigration;asylum/refugees;asylum / admission of refugees;5;5;1;1;4;1;1;3;4;1;2;1;3;1;5;5;5;1;5;5;2;1;3;5;1;5;3;5;1;1;5;1;1;1;5;1;TRUE;2;9;SPÖ;yes;Austria;vocational training/school;refused;retired;NA;NA;public official;Roman-Catholic church;never;yes;2;no;50.000-
Male;38;Upper Austria;94;3;politics;election campaign;party online campaigning (websites, blogs, support platforms, social media);3;4;1;4;2;4;1;2;2;2;3;2;2;3;2;2;4;3;3;6;2;1;3;3;3;4;2;3;3;3;3;3;3;3;2;3;TRUE;2;10;SPÖ;yes;Austria;vocational middle school ;1,950 up to 2,100;employed;employed,15 - 35h weekly;2;NA;Roman-Catholic church;less often;yes;NA;no;50.000-
Male;24;Vienna;97;2;foreign policy;international cooperation;WTO / GATT / IMF / World Bank / G7 / G8 / G20;3;4;2;4;4;1;2;3;3;3;3;3;3;3;2;2;4;5;3;5;2;2;NA;3;5;5;2;3;2;2;4;2;3;1;2;1;TRUE;2;10;NEOS;yes;Austria;vocational middle school ;1,200 up to 1,350;a student at university;NA;NA;NA;none;never;no;NA;no;1M.+
