nohhold,nomem,gebjaar,geslacht,positie,oplzon,oplmet,bezighei,aantalhh,aantalki,sted,regio,prov,woonvorm,account,kostwin,partner,woning
12235,1,1951,1,2,4,3,3,3,1,1,1,28,3,1,0,1,1
12235,2,1962,2,1,6,4,1,3,1,1,1,28,3,0,1,1,1
12235,3,1998,2,5,7,4,6,3,1,1,1,28,3,0,0,1,1
12244,1,1955,1,1,3,3,8,2,0,2,2,27,2,0,1,1,1
12244,2,1957,2,2,5,5,3,2,0,2,2,27,2,1,0,1,1
12245,1,1970,2,1,3,3,11,1,0,1,1,28,1,1,1,0,2
12247,1,1946,1,1,7,7,8,2,0,4,2,27,2,0,1,1,1
12247,2,1949,2,2,7,7,8,2,0,4,2,27,2,1,0,1,1
12280,1,1957,1,1,6,5,1,3,1,5,2,27,3,0,1,1,1
12280,2,1960,2,2,6,5,9,3,1,5,2,27,3,1,0,1,1
12280,5,1992,2,5,7,7,1,3,1,5,2,27,3,0,0,1,1
12289,1,1951,2,1,4,4,8,1,0,2,2,27,1,1,1,0,1
12293,1,1962,2,3,6,6,1,3,1,3,4,25,3,1,0,1,1
12293,2,1966,1,1,5,5,1,3,1,3,4,25,3,0,1,1,1
12293,3,1997,1,5,6,4,6,3,1,3,4,25,3,0,0,1,1
12300,1,1950,1,1,4,4,8,1,0,2,2,28,1,1,1,0,2
12351,1,1947,1,2,5,5,8,2,0,4,2,26,2,0,1,1,2
12351,2,1947,2,1,4,4,8,2,0,4,2,26,2,1,0,1,2
12352,1,1940,1,1,6,6,8,2,0,3,2,26,2,1,1,1,1
12352,2,1946,2,2,5,5,8,2,0,3,2,26,2,0,0,1,1
12364,1,1947,1,1,5,5,8,1,0,3,4,24,1,1,1,0,1
12385,1,1948,2,2,3,3,7,2,0,1,1,28,2,1,0,1,2
12385,2,1941,1,1,3,3,8,2,0,1,1,28,2,0,1,1,2
12389,1,1954,1,1,6,6,1,2,0,4,5,30,2,1,1,1,1
12389,2,1958,2,2,6,6,1,2,0,4,5,30,2,0,0,1,1
12419,1,1963,2,1,6,6,1,2,0,3,5,30,2,0,0,1,1
12419,3,1966,2,2,7,7,3,2,0,3,5,30,2,1,1,1,1
12421,1,1964,1,1,5,3,1,1,0,5,3,21,1,1,1,0,1
12422,1,1965,1,1,5,5,1,3,1,4,2,29,3,0,1,1,1
12422,2,1966,2,2,5,5,7,3,1,4,2,29,3,1,0,1,1
12422,4,1998,2,5,5,5,1,3,1,4,2,29,3,0,0,1,1
12446,1,1946,2,1,4,4,8,1,0,5,4,25,1,1,1,0,1
12458,1,1944,1,1,5,5,8,2,0,2,2,27,2,1,1,1,1
12458,2,1953,2,2,4,4,8,2,0,2,2,27,2,0,0,1,1
12460,1,1944,1,2,6,6,8,2,0,5,2,27,2,0,0,1,1
12460,2,1949,2,1,6,6,8,2,0,5,2,27,2,1,1,1,1
12466,1,1944,1,1,3,3,8,2,0,3,5,30,2,1,1,1,1
12466,2,1950,2,2,9,9,8,2,0,3,5,30,2,0,0,1,1
12467,1,1953,2,1,3,3,9,1,0,NA,NA,NA,1,1,1,0,2
12471,1,1967,1,1,6,4,1,4,1,3,2,27,5,1,1,1,1
12471,2,1975,2,2,4,4,1,4,1,3,2,27,5,0,0,1,1
12471,3,2007,1,5,2,8,13,4,1,3,2,27,5,0,0,1,1
12471,4,1989,2,7,7,7,4,4,1,3,2,27,5,0,0,1,1
12499,1,1968,1,1,6,6,1,1,0,2,4,23,1,1,1,0,1
12512,1,1957,1,1,4,4,1,2,0,4,2,27,2,1,1,1,1
12512,6,1959,2,2,4,3,9,2,0,4,2,27,2,0,0,1,1
12514,2,1938,2,1,3,3,7,1,0,2,4,23,1,1,1,0,1
12516,1,1971,1,1,6,NA,1,1,0,4,3,20,1,1,1,0,1
12524,1,1945,1,2,4,4,8,2,0,5,2,27,2,1,0,1,1
12524,2,1949,2,1,9,9,8,2,0,5,2,27,2,0,1,1,1
12530,1,1958,1,1,3,3,1,3,1,4,5,30,3,1,1,1,2
12530,2,1962,2,2,3,3,1,3,1,4,5,30,3,0,0,1,2
12530,3,1995,1,5,4,4,6,3,1,4,5,30,3,0,0,1,2
12554,1,1948,2,2,3,3,7,3,0,5,5,31,5,0,0,1,2
12554,2,1949,1,1,3,3,8,3,0,5,5,31,5,1,1,1,2
12554,3,1998,1,7,5,5,1,3,0,5,5,31,5,0,0,1,2
12559,1,1957,1,2,3,3,7,2,0,4,5,30,2,1,0,1,1
12559,2,1960,2,1,3,3,7,2,0,4,5,30,2,0,1,1,1
12573,1,1960,1,1,5,5,1,5,3,5,3,22,3,0,1,1,1
12573,2,1966,2,2,3,3,1,5,3,5,3,22,3,1,0,1,1
12573,3,1993,1,5,3,3,4,5,3,5,3,22,3,0,0,1,1
12573,4,1998,1,5,3,3,6,5,3,5,3,22,3,0,0,1,1
12573,5,2000,1,5,3,3,6,5,3,5,3,22,3,0,0,1,1
12577,1,1961,1,2,3,3,1,3,1,5,5,30,3,0,1,1,1
12577,2,1966,2,1,5,5,3,3,1,5,5,30,3,1,0,1,1
12577,5,2012,1,5,2,8,6,3,1,5,5,30,3,0,0,1,1
12602,1,1952,1,1,5,5,8,2,0,5,2,27,2,1,0,1,1
12602,2,1958,2,2,6,6,1,2,0,5,2,27,2,0,1,1,1
12622,1,1953,1,1,5,5,1,2,0,5,5,30,2,0,1,1,1
12622,2,1956,2,2,3,3,1,2,0,5,5,30,2,1,0,1,1
12650,1,1949,1,1,3,3,8,2,0,4,4,25,2,0,1,1,2
12650,2,1950,2,2,3,3,8,2,0,4,4,25,2,1,0,1,2
12660,1,1943,1,1,6,6,8,1,0,4,3,21,1,1,1,0,1
12686,1,1947,2,1,7,7,8,1,0,4,3,21,1,1,1,0,2
12688,1,1961,1,3,6,6,1,2,0,4,3,22,2,1,0,1,1
12688,2,1972,2,1,6,6,1,2,0,4,3,22,2,0,1,1,1
12692,1,1956,2,2,6,6,1,3,0,3,4,25,5,1,0,1,1
12692,2,1948,1,1,3,3,8,3,0,3,4,25,5,0,1,1,1
12692,3,1948,1,3,3,3,8,3,0,3,4,25,5,0,0,1,1
12694,1,1949,2,1,3,3,8,1,0,1,1,27,1,1,1,0,1
12695,1,1955,1,1,6,6,8,2,0,2,5,30,2,1,1,1,1
12695,2,1960,2,2,3,3,1,2,0,2,5,30,2,0,0,1,1
12701,1,1946,1,1,5,5,8,2,0,2,4,25,2,1,1,1,1
12701,2,1950,2,2,5,5,8,2,0,2,4,25,2,0,0,1,1
12704,1,1949,1,1,4,4,8,2,0,4,4,25,2,0,1,1,1
12704,2,1949,2,2,5,5,8,2,0,4,4,25,2,1,0,1,1
12708,1,1972,1,1,5,5,1,1,0,3,5,31,1,1,1,0,1
12711,1,1962,1,3,4,4,1,2,0,4,2,28,2,0,0,1,1
12711,2,1969,2,1,6,6,1,2,0,4,2,28,2,1,1,1,1
12714,1,1960,1,1,5,5,1,3,1,4,2,29,3,1,1,1,1
12714,2,1964,2,2,3,3,7,3,1,4,2,29,3,0,0,1,1
12714,4,1992,2,5,3,3,1,3,1,4,2,29,3,0,0,1,1
12720,1,1972,2,1,6,6,1,1,0,2,4,23,1,1,1,0,1
12721,1,1950,2,2,4,4,8,2,0,3,2,26,2,0,0,1,1
12721,2,1946,1,1,7,7,8,2,0,3,2,26,2,1,1,1,1
12743,1,1964,1,2,6,6,3,2,0,5,3,21,2,0,0,1,1
12743,2,1966,2,1,6,6,1,2,0,5,3,21,2,1,1,1,1
12749,1,1949,2,2,3,3,8,2,0,5,4,25,2,0,0,1,1
12749,2,1954,1,1,5,5,4,2,0,5,4,25,2,1,1,1,1
12766,1,1971,1,1,5,5,1,1,0,3,2,29,1,1,1,0,2
12777,1,1951,2,1,5,5,11,1,0,3,2,26,1,1,1,0,1
12783,1,1971,1,1,5,5,1,4,2,NA,NA,NA,3,0,1,1,1
12783,2,1979,2,3,5,5,1,4,2,NA,NA,NA,3,1,0,1,1
12783,3,2012,2,5,8,8,13,4,2,NA,NA,NA,3,0,0,1,1
12783,4,2016,2,5,8,8,13,4,2,NA,NA,NA,3,0,0,1,1
12792,1,1955,2,3,7,7,1,2,0,5,3,22,2,1,0,1,1
12792,5,1957,1,1,6,5,1,2,0,5,3,22,2,0,1,1,1
12810,1,1958,1,1,3,3,1,1,0,3,2,28,1,1,1,0,2
12818,2,1974,2,1,5,5,7,5,3,5,3,20,3,1,0,1,2
12818,3,1999,2,5,3,3,12,5,3,5,3,20,3,0,0,1,2
12818,4,2000,1,5,3,2,6,5,3,5,3,20,3,0,0,1,2
12818,5,2004,2,5,3,2,6,5,3,5,3,20,3,0,0,1,2
12818,6,1972,1,2,6,6,1,5,3,5,3,20,3,0,1,1,2
12837,1,1954,1,1,6,6,8,2,0,3,5,30,2,1,0,1,1
12837,2,1949,2,2,6,6,8,2,0,3,5,30,2,0,1,1,1
12838,1,1960,1,1,6,6,1,3,1,4,5,30,3,1,1,1,1
12838,7,1965,2,3,5,5,9,3,1,4,5,30,3,0,0,1,1
12838,10,1997,1,5,3,3,1,3,1,4,5,30,3,0,0,1,1
12839,1,1963,1,1,6,4,9,1,0,2,4,23,1,1,1,0,2
12842,1,1956,2,2,3,3,7,2,0,4,3,20,2,1,0,1,1
12842,2,1945,1,1,3,3,8,2,0,4,3,20,2,0,1,1,1
12855,1,1964,1,1,5,5,1,1,0,5,3,20,1,1,1,0,1
12856,1,1953,1,1,3,3,8,2,0,5,2,29,2,1,1,1,1
12856,2,1955,2,2,3,3,8,2,0,5,2,29,2,0,0,1,1
12857,1,1958,1,1,6,6,1,4,2,5,3,20,3,1,1,1,1
12857,2,1965,2,2,6,6,1,4,2,5,3,20,3,0,0,1,1
12857,3,1999,1,5,6,4,6,4,2,5,3,20,3,0,0,1,1
12857,4,2000,1,5,6,4,6,4,2,5,3,20,3,0,0,1,1
12859,1,1932,1,1,7,7,8,2,0,2,1,28,2,1,1,1,1
12859,2,1932,2,2,6,6,8,2,0,2,1,28,2,0,0,1,1
12862,2,1960,2,1,4,4,1,1,0,3,5,30,1,1,1,0,1
12868,1,1952,1,1,7,7,8,2,0,2,2,27,2,1,1,1,1
12868,2,1952,2,2,6,6,8,2,0,2,2,27,2,0,0,1,1
12882,1,1970,1,1,5,3,1,4,2,2,4,25,3,1,1,1,1
12882,2,1973,2,2,5,5,1,4,2,2,4,25,3,0,0,1,1
12882,3,1999,1,5,5,5,1,4,2,2,4,25,3,0,0,1,1
12882,4,2001,2,5,4,2,6,4,2,2,4,25,3,0,0,1,1
12883,1,1955,1,1,3,3,1,2,0,4,4,23,2,1,1,1,1
12883,2,1958,2,2,3,3,7,2,0,4,4,23,2,0,0,1,1
12887,1,1972,2,1,6,6,1,1,0,2,5,30,1,1,1,0,1
12889,1,1932,1,1,4,4,8,1,0,3,2,27,1,1,1,0,1
12891,1,1957,1,1,6,6,1,2,0,3,4,25,2,1,1,1,1
12891,2,1957,2,2,6,6,1,2,0,3,4,25,2,0,0,1,1
12892,1,1977,2,1,6,6,1,4,2,2,5,30,3,1,1,1,1
12892,2,1978,2,2,6,6,1,4,2,2,5,30,3,0,0,1,1
12892,3,2014,1,5,2,8,6,4,2,2,5,30,3,0,0,1,1
12892,4,2018,1,5,8,8,13,4,2,2,5,30,3,0,0,1,1
12913,1,1930,1,1,6,6,8,1,0,3,2,27,1,1,1,0,2
12935,1,1934,1,1,7,7,8,2,0,3,2,28,2,1,1,1,1
12935,2,1940,2,2,4,4,8,2,0,3,2,28,2,0,0,1,1
12937,1,1959,1,2,3,3,1,2,0,3,4,24,2,0,0,1,1
12937,2,1960,2,1,6,6,1,2,0,3,4,24,2,1,1,1,1
12958,1,1978,2,1,6,6,1,2,0,2,2,28,2,0,1,1,1
12958,4,1980,1,3,7,7,3,2,0,2,2,28,2,1,0,1,1
12964,1,1954,1,1,3,3,1,2,0,4,5,31,2,1,1,1,1
12964,2,1962,2,2,3,3,1,2,0,4,5,31,2,0,0,1,1
12968,1,1963,1,1,3,3,1,4,2,2,5,31,3,0,1,1,1
12968,2,1968,2,2,6,6,1,4,2,2,5,31,3,1,0,1,1
12968,4,1997,2,5,6,6,1,4,2,2,5,31,3,0,0,1,1
12968,5,2003,2,5,4,3,6,4,2,2,5,31,3,0,0,1,1
12969,1,1940,1,1,5,5,8,1,0,4,2,27,1,1,1,0,1
12992,1,1953,1,1,7,7,1,1,0,1,1,27,1,1,1,0,2
13010,1,1940,1,1,6,4,8,2,0,2,2,27,2,1,1,1,1
13010,2,1953,2,2,3,3,9,2,0,2,2,27,2,0,0,1,1
13027,1,1955,1,2,7,6,7,2,0,2,3,21,2,1,0,1,1
13027,2,1959,2,1,6,6,1,2,0,2,3,21,2,0,1,1,1
13048,1,1948,1,1,6,6,8,2,0,5,3,20,2,0,1,1,1
13048,2,1952,2,2,5,5,8,2,0,5,3,20,2,1,0,1,1
13057,1,1942,1,1,7,7,8,2,0,2,5,30,2,0,1,1,1
13057,2,1945,2,2,6,6,8,2,0,2,5,30,2,1,0,1,1
13059,1,1957,2,1,7,7,1,2,0,3,4,25,2,0,1,1,1
13059,2,1948,2,3,6,6,8,2,0,3,4,25,2,1,0,1,1
13076,1,1951,1,1,7,7,8,2,0,3,5,30,2,1,1,1,2
13076,2,1952,2,2,6,6,8,2,0,3,5,30,2,0,0,1,2
13095,1,1959,2,2,5,5,1,2,0,3,2,26,2,1,0,1,1
13095,2,1956,1,1,3,3,1,2,0,3,2,26,2,0,1,1,1
13109,1,1934,1,1,6,6,8,2,0,3,4,24,2,1,1,1,1
13109,2,1936,2,2,3,3,8,2,0,3,4,24,2,0,0,1,1
13117,1,1954,1,2,4,3,9,2,0,1,1,27,2,0,0,1,2
13117,2,1961,2,1,7,6,3,2,0,1,1,27,2,1,1,1,2
13120,1,1971,1,1,6,6,1,2,0,5,2,27,2,1,1,1,1
13120,2,1978,2,3,6,6,1,2,0,5,2,27,2,0,0,1,1
13154,1,1978,1,1,7,7,1,2,0,1,1,28,2,1,0,1,1
13154,2,1980,2,2,7,7,1,2,0,1,1,28,2,0,1,1,1
13159,1,1946,1,1,7,7,8,2,0,2,5,30,2,1,0,1,1
13159,2,1949,2,2,6,6,8,2,0,2,5,30,2,0,1,1,1
13161,1,1951,1,1,3,3,8,2,0,3,3,21,2,0,1,1,1
13161,2,1954,2,2,3,3,9,2,0,3,3,21,2,1,0,1,1
13176,1,1951,1,2,6,6,8,2,0,4,5,31,2,1,1,1,1
13176,2,1955,2,1,6,6,8,2,0,4,5,31,2,0,0,1,1
13181,1,1934,1,2,7,7,8,2,0,5,4,25,2,1,1,1,1
13181,2,1937,2,1,4,4,8,2,0,5,4,25,2,0,0,1,1
13182,1,1950,2,2,6,6,8,2,0,2,4,25,2,0,0,1,1
13182,2,1945,1,1,6,6,8,2,0,2,4,25,2,1,1,1,1
13194,1,1953,1,1,7,7,12,3,1,2,2,27,3,1,1,1,1
13194,2,1968,2,3,7,7,1,3,1,2,2,27,3,0,0,1,1
13194,5,2005,2,5,2,2,6,3,1,2,2,27,3,0,0,1,1
13196,1,1962,1,1,6,6,1,4,2,5,2,29,3,0,1,1,1
13196,2,1963,2,2,5,5,1,4,2,5,2,29,3,1,0,1,1
13196,7,1993,1,5,6,6,1,4,2,5,2,29,3,0,0,1,1
13196,9,1996,2,5,7,7,1,4,2,5,2,29,3,0,0,1,1
13199,1,1970,1,1,5,5,1,2,0,4,3,22,2,0,1,1,1
13199,3,1969,2,2,3,2,9,2,0,4,3,22,2,1,0,1,1
13202,1,1945,1,1,6,6,8,2,0,3,2,26,2,1,1,1,1
13202,2,1950,2,2,6,6,7,2,0,3,2,26,2,0,0,1,1
13208,1,1971,2,2,6,6,1,4,2,2,2,27,3,1,0,1,1
13208,2,1967,1,1,5,5,1,4,2,2,2,27,3,0,1,1,1
13208,3,2004,1,5,3,2,6,4,2,2,2,27,3,0,0,1,1
13208,4,2005,2,5,3,2,6,4,2,2,2,27,3,0,0,1,1
13214,1,1929,1,1,7,7,8,1,0,NA,NA,NA,1,1,1,0,2
13216,2,1968,1,1,6,6,1,2,0,4,5,30,2,0,1,1,1
13216,3,1970,2,2,3,3,1,2,0,4,5,30,2,1,0,1,1
13218,1,1963,1,1,6,6,1,1,0,3,3,21,1,1,1,0,2
13223,1,1946,1,1,6,6,8,2,0,1,2,28,2,1,1,1,2
13223,2,1949,2,2,5,5,7,2,0,1,2,28,2,0,0,1,2
13224,1,1967,1,1,6,4,1,1,0,3,2,28,1,1,1,0,2
13225,1,1953,2,1,7,6,8,1,0,3,2,26,1,1,1,0,1
13227,1,1949,1,1,3,3,8,1,0,3,5,30,1,1,1,0,1
13247,1,1946,2,1,3,3,8,1,0,1,2,28,1,1,1,0,1
13250,1,1953,1,1,5,5,1,2,0,3,5,30,2,0,1,1,1
13250,2,1960,2,2,4,4,1,2,0,3,5,30,2,1,0,1,1
13251,1,1970,1,1,6,5,1,3,1,2,1,27,3,0,1,1,1
13251,2,1976,2,2,7,7,1,3,1,2,1,27,3,1,0,1,1
13251,3,2017,1,5,8,8,13,3,1,2,1,27,3,0,0,1,1
13254,1,1957,1,1,6,6,1,2,0,3,3,22,2,1,1,1,1
13254,2,1956,2,2,5,5,1,2,0,3,3,22,2,0,0,1,1
13259,1,1975,1,1,7,7,1,4,2,3,4,25,3,1,1,1,1
13259,2,1979,2,2,7,7,1,4,2,3,4,25,3,0,0,1,1
13259,3,2010,2,5,2,8,6,4,2,3,4,25,3,0,0,1,1
13259,4,2011,2,5,2,8,6,4,2,3,4,25,3,0,0,1,1
13269,1,1962,1,1,5,5,1,3,1,4,4,24,3,1,1,1,1
13269,2,1969,2,2,3,2,3,3,1,4,4,24,3,0,0,1,1
13269,3,1994,2,5,5,5,1,3,1,4,4,24,3,0,0,1,1
13273,1,1954,1,1,7,7,3,2,0,5,3,21,2,0,1,1,1
13273,2,1955,2,2,6,6,3,2,0,5,3,21,2,1,0,1,1
13276,1,1967,1,2,7,7,1,4,2,1,1,28,3,0,0,1,1
13276,3,1975,2,1,7,7,1,4,2,1,1,28,3,1,1,1,1
13276,4,2016,1,5,8,8,13,4,2,1,1,28,3,0,0,1,1
13276,5,2016,2,5,8,8,13,4,2,1,1,28,3,0,0,1,1
13277,1,1947,1,1,7,4,8,2,0,1,1,27,2,1,0,1,2
13277,2,1947,2,2,3,3,8,2,0,1,1,27,2,0,1,1,2
13288,1,1965,2,1,5,5,9,1,0,2,2,27,1,1,1,0,2
13303,1,1964,1,1,5,5,1,4,2,2,5,31,3,1,1,1,1
13303,2,1971,2,3,3,3,1,4,2,2,5,31,3,0,0,1,1
13303,3,2002,1,5,5,5,6,4,2,2,5,31,3,0,0,1,1
13303,4,2006,1,5,4,2,6,4,2,2,5,31,3,0,0,1,1
13320,1,1968,1,1,7,7,1,4,2,3,4,23,3,1,1,1,1
13320,2,1969,2,2,5,5,9,4,2,3,4,23,3,0,0,1,1
13320,3,1995,1,5,6,6,1,4,2,3,4,23,3,0,0,1,1
13320,5,2000,1,5,6,4,6,4,2,3,4,23,3,0,0,1,1
13324,1,1952,2,2,7,7,3,2,0,1,1,28,2,0,0,1,1
13324,3,1949,1,1,7,7,8,2,0,1,1,28,2,1,1,1,1
13325,1,1972,1,1,7,6,1,4,2,3,2,26,3,0,1,1,1
13325,2,1973,2,3,7,7,1,4,2,3,2,26,3,1,0,1,1
13325,3,2009,1,5,2,8,6,4,2,3,2,26,3,0,0,1,1
13325,4,2011,1,5,2,8,6,4,2,3,2,26,3,0,0,1,1
13330,1,1977,2,3,6,6,1,3,1,3,2,26,3,0,0,1,1
13330,4,1972,1,1,7,7,1,3,1,3,2,26,3,1,1,1,1
13330,5,2010,2,5,8,8,13,3,1,3,2,26,3,0,0,1,1
13340,1,1951,1,1,7,7,8,2,0,3,2,26,2,1,1,1,1
13340,2,1949,2,2,6,6,8,2,0,3,2,26,2,0,0,1,1
13348,1,1969,1,1,7,7,1,1,0,1,3,20,1,1,1,0,1
13352,1,1959,1,1,7,7,1,1,0,2,4,25,1,1,1,0,1
13384,1,1962,1,2,6,6,1,4,2,2,4,25,3,0,0,1,1
13384,2,1961,2,1,6,4,1,4,2,2,4,25,3,1,1,1,1
13384,4,1996,1,5,5,5,1,4,2,2,4,25,3,0,0,1,1
13384,5,1991,2,5,6,4,6,4,2,2,4,25,3,0,0,1,1
13393,1,1966,1,1,4,4,1,8,6,4,5,30,3,1,1,1,1
13393,2,1969,2,2,4,3,7,8,6,4,5,30,3,0,0,1,1
13393,3,2000,1,5,7,4,6,8,6,4,5,30,3,0,0,1,1
13393,4,2002,1,5,6,4,6,8,6,4,5,30,3,0,0,1,1
13393,5,2003,1,5,4,2,6,8,6,4,5,30,3,0,0,1,1
13393,6,2005,1,5,4,2,6,8,6,4,5,30,3,0,0,1,1
13393,7,2007,2,5,2,8,6,8,6,4,5,30,3,0,0,1,1
13393,8,2012,2,5,2,8,6,8,6,4,5,30,3,0,0,1,1
13396,1,1950,1,1,3,3,1,1,0,3,5,30,1,1,1,0,2
13397,1,1969,2,2,5,5,1,4,2,2,2,27,3,0,0,1,1
13397,2,1969,1,1,6,6,1,4,2,2,2,27,3,1,1,1,1
13397,3,2005,2,5,4,2,13,4,2,2,2,27,3,0,0,1,1
13397,4,2007,2,5,4,2,13,4,2,2,2,27,3,0,0,1,1
13407,1,1954,1,1,6,6,4,2,0,3,5,30,2,0,1,1,1
13407,2,1955,2,2,5,5,7,2,0,3,5,30,2,1,0,1,1
13411,1,1960,1,1,6,4,1,2,0,1,2,28,2,1,1,1,1
13411,2,1957,2,3,6,6,12,2,0,1,2,28,2,0,0,1,1
13417,1,1961,1,1,6,6,1,2,0,2,5,30,2,1,1,1,1
13417,2,1963,2,2,3,3,7,2,0,2,5,30,2,0,0,1,1
13418,1,1953,2,2,6,6,8,2,0,3,3,22,2,1,0,1,1
13418,2,1955,1,1,5,5,1,2,0,3,3,22,2,0,1,1,1
13425,1,1953,2,1,7,7,8,2,0,1,2,26,2,1,1,1,1
13425,3,NA,2,3,NA,NA,1,2,0,1,2,26,2,0,0,1,1
13432,1,1950,1,1,4,3,11,1,0,3,5,30,1,1,1,0,2
13444,1,1971,1,1,6,6,1,4,2,5,5,30,3,1,1,1,1
13444,2,1973,2,2,5,5,1,4,2,5,5,30,3,0,0,1,1
13444,3,2003,2,5,8,8,6,4,2,5,5,30,3,0,0,1,1
13444,4,2005,2,5,8,8,13,4,2,5,5,30,3,0,0,1,1
13450,1,1967,1,3,7,7,3,2,0,2,4,25,2,1,0,1,2
13450,2,1961,2,1,6,6,1,2,0,2,4,25,2,0,1,1,2
13451,1,1938,1,1,4,4,8,1,0,2,4,25,1,1,1,0,2
13454,1,1967,2,2,6,4,1,4,2,4,5,30,3,1,0,1,1
13454,2,1962,1,1,6,6,1,4,2,4,5,30,3,0,1,1,1
13454,3,2001,2,5,5,5,1,4,2,4,5,30,3,0,0,1,1
13454,4,2002,1,5,5,3,6,4,2,4,5,30,3,0,0,1,1
13455,1,1966,2,1,4,4,1,3,1,3,2,27,4,1,1,0,1
13455,3,1992,2,7,7,7,1,3,1,3,2,27,4,0,0,0,1
13455,4,1995,1,5,7,4,6,3,1,3,2,27,4,0,0,0,1
13461,1,1964,1,1,6,6,1,5,3,4,4,25,3,1,1,1,1
13461,2,1968,2,2,5,5,7,5,3,4,4,25,3,0,0,1,1
13461,3,1997,2,5,6,6,1,5,3,4,4,25,3,0,0,1,1
13461,4,1999,2,5,6,5,6,5,3,4,4,25,3,0,0,1,1
13461,5,2002,1,5,4,2,6,5,3,4,4,25,3,0,0,1,1
13477,1,1965,1,1,7,7,1,2,0,3,2,28,2,1,1,1,1
13477,2,1966,2,2,7,4,1,2,0,3,2,28,2,0,0,1,1
13480,1,1958,1,1,6,6,3,4,2,3,4,23,3,0,1,1,1
13480,2,1956,2,2,6,6,1,4,2,3,4,23,3,1,0,1,1
13480,6,1989,1,5,7,4,5,4,2,3,4,23,3,0,0,1,1
13480,7,1992,2,5,6,4,9,4,2,3,4,23,3,0,0,1,1
13495,1,1949,1,2,3,2,8,2,0,4,2,26,2,0,1,1,2
13495,2,1954,2,1,6,6,1,2,0,4,2,26,2,1,0,1,2
13496,1,1962,2,2,5,5,1,5,3,4,5,31,3,0,0,1,1
13496,2,1984,2,5,4,4,1,5,3,4,5,31,3,0,0,1,1
13496,3,1986,1,5,7,4,1,5,3,4,5,31,3,0,0,1,1
13496,4,1991,2,5,3,2,4,5,3,4,5,31,3,0,0,1,1
13496,5,1959,1,1,5,5,1,5,3,4,5,31,3,1,1,1,1
13497,1,1956,1,1,5,5,8,1,0,4,2,27,1,1,1,0,1
13507,1,1952,2,1,4,4,8,1,0,3,5,30,1,1,1,0,2
13513,1,1966,1,1,7,7,1,3,1,3,2,26,3,1,1,1,1
13513,2,1978,2,3,6,6,1,3,1,3,2,26,3,0,0,1,1
13513,3,2015,2,5,2,8,6,3,1,3,2,26,3,0,0,1,1
13514,1,1960,1,1,5,5,1,1,0,5,5,31,1,1,1,0,1
13518,1,1968,1,1,4,3,1,5,3,5,3,21,3,1,1,1,1
13518,2,1969,2,2,6,6,1,5,3,5,3,21,3,0,0,1,1
13518,3,2000,2,5,5,3,5,5,3,5,3,21,3,0,0,1,1
13518,4,2003,2,5,4,2,6,5,3,5,3,21,3,0,0,1,1
13518,5,2006,1,5,3,2,6,5,3,5,3,21,3,0,0,1,1
13527,1,1958,2,1,7,7,1,2,1,3,5,31,4,1,1,0,1
13527,2,1986,1,5,5,5,1,2,1,3,5,31,4,0,0,0,1
13534,1,1949,1,1,7,7,8,1,0,2,2,27,1,1,1,0,1
13552,1,1956,1,1,4,3,8,2,0,4,2,26,2,0,1,1,1
13552,2,1960,2,2,6,6,7,2,0,4,2,26,2,1,0,1,1
13557,1,1964,1,1,4,3,1,1,0,2,5,30,1,1,1,0,2
13562,1,1958,1,1,7,7,1,2,0,1,2,28,2,1,1,1,1
13562,2,1966,2,2,5,5,1,2,0,1,2,28,2,0,0,1,1
13564,1,1954,1,1,5,5,1,2,0,2,1,28,2,1,1,1,2
13564,2,1951,2,2,5,5,7,2,0,2,1,28,2,0,0,1,2
13566,1,1949,2,1,6,4,8,1,0,1,1,27,1,1,1,0,2
13626,1,1969,1,1,6,6,1,7,5,2,5,31,3,1,1,1,1
13626,3,1996,2,5,6,6,6,7,5,2,5,31,3,0,0,1,1
13626,4,2000,2,5,5,5,6,7,5,2,5,31,3,0,0,1,1
13626,5,2003,2,5,4,2,6,7,5,2,5,31,3,0,0,1,1
13626,6,1968,2,3,5,5,3,7,5,2,5,31,3,0,0,1,1
13626,7,2000,2,5,5,3,6,7,5,2,5,31,3,0,0,1,1
13626,8,2003,1,5,4,2,6,7,5,2,5,31,3,0,0,1,1
13654,1,1935,2,2,3,3,8,2,0,3,4,24,2,0,0,1,2
13654,2,1928,1,1,4,4,8,2,0,3,4,24,2,1,1,1,2
13657,1,1959,1,1,7,6,1,1,0,1,1,28,1,1,1,0,1
13672,1,1935,1,1,5,5,8,2,0,4,4,25,2,0,1,1,1
13672,2,1936,2,2,3,3,8,2,0,4,4,25,2,1,0,1,1
13700,1,1964,2,1,6,6,1,2,1,2,5,30,4,1,1,0,1
13700,5,2000,1,5,5,3,1,2,1,2,5,30,4,0,0,0,1
13702,1,1943,1,1,6,6,8,2,0,3,4,25,2,1,1,1,1
13702,2,1948,2,2,6,6,8,2,0,3,4,25,2,0,0,1,1
13723,1,1959,2,1,6,6,9,1,0,1,1,28,1,1,1,0,2
13729,1,1968,1,1,6,6,1,3,1,2,4,23,3,1,1,1,1
13729,2,1976,2,2,5,5,3,3,1,2,4,23,3,0,0,1,1
13729,3,2011,2,5,2,8,6,3,1,2,4,23,3,0,0,1,1
